Unnamed: 0,Rank,COE_score,Farm,weight_(lbs.),High_bid,Total_value,Company,Farmer/Rep.,Altitude,Country,Year,City,Region,Coffee_characteristics,Flavor,Acidity,Process,Variety,Coffee Growing Area,Farm_size,country
198,8,89.33,El Litacayo,562.18,$25.70 ,"$14,448.03 ",27 Coffee Roasters (Kasai Coffee),Ángel Arturo Paz Ramírez,1600,Honduras,2021,,,"Bakers Chocolate, Cranberry, Lemon, Lime, Lingering","Floral (3), Peach (3), Black Tea (2), Citrus Fruit (2), Grapefruit (2), Acetic Acid, Almond, Apple, Apricot, Bakers Chocolate, Bergamot, Black Pepper, Brown Sugar, Caramel, Green Apple, Honey, Honeydew, Jasmine, Lemon & Lime, Lemon meringue, Lemongrass, Mandarin Orange, Melon, Olive Oil, Orange, Pear, Star Fruit, Sugarcane, Sweet & Sugary, Tea Rose","Bright (2), Citric Acid (2), Citrus Fruit, Grapefruit, Lemon, Lemon & Lime, Red Apple, Structured, Tropical Fruit",Washed,Gesha,,,Honduras
199,9,89.03,Las Virginias,595.25,$25.20 ,"$15,000.30 ",Wataru for ROKUMEI COFFEE CO.,Dolmin Josue Moreno Alvarado,1650,Honduras,2021,,,"Cedar, Cherry, Clove","Honey (4), Jasmine (2), Lime (2), Orange (2), Stone Fruit (2), Sugarcane (2), Apricot, Black Currant, Black Tea, Brown Spice, Citrus Fruit, Clean, Clove, Cranberry, Floral, Green Apple, Hibiscus, Juicy, Lemon & Lime, Magnolia, Mandarin Orange, Orange juice, Red Grape, Strawberry, Sweet, Tea Rose, Tropical Fruit","Malic Acid (2), Bright, Citrus, Citrus Fruit, Crisp, Lemon, Sharp, Tangy, Vibrant",Washed,Gesha,,,Honduras
200,10,88.33,La Piedrona lote #1,727.52,$13.20 ,"$9,603.26 ","Wataru & Co., Ltd.",Manuel de Jesús Mancia Osorio,1982,Honduras,2021,,,"Blueberry, Caramel, Citric Acid, Cocoa, Golden Raisin, Guava, Longevity","Papaya (2), Pineapple (2), Apple, Apricot, Bergamot, Berry, Black Currant, Black Pepper, Brown Sugar, Concord Grape, Dark Chocolate, Floral, Fruity, Grapefruit, Green plum, melon, Jammy fruits, Jasmine, Lemon & Lime, Lemon peel, Lemon tea, Lime, Lychee, Mango, Melon, Raisin, Vanilla","Bright (2), Citrus Fruit (2), Malic Acid",Washed,Lempira,,,Honduras
201,11,88.23,La Huerta #1,529.11,$24.20 ,"$12,804.46 ","Japan Roasters’ Network, UCHIDA COFFEE CREAR, yoshinori coffee",Maria Jesus Lontero Montoya,1700,Honduras,2021,,,"Jasmine, Tart","Black Currant (3), Caramel (2), Citrus Fruit (2), Plum (2), Black Tea, Blackberry, Brown Sugar, Cacao, Caramelized, Cherry, Cola, Dark cherry, Dark Chocolate, Dried Dates, Fig, Floral, Grapefruit, Herb-like, Lemon, Lemon green tea, Lemon peel, Lemongrass, Mandarin Orange, Maple Syrup, Molasses, Orange, Red Apple, Red plum, Red wine, Salted lemon, Strawberry","Malic Acid (2), Bright, Caramel, Citric Acid, Citrus Fruit, Complex",Washed,Parainema - Gesha,,,Honduras
202,12,88.13,Virginia,826.73,$20.50 ,"$16,947.97 ","S.O.E COFFEE, 北京琳渺Linkmore咖啡生豆, 云南际遇Yunnan Happen stance",Fabio Antonio Caballero Martinez,1700,Honduras,2021,,,Cocoa,"Caramel (3), Jasmine (3), Black Tea (2), Brown Sugar (2), Floral (2), Peach (2), Roasted Peanuts (2), Almond, Bittersweet Chocolate, Black Pepper, Brown Spice, Cacao Nibs, Caramelized, Chocolate, Citrus Fruit, Dark Chocolate,  Green Tea, Guava, Lemon & Lime, Lemon tea, Mild, Milk Chocolate, Milky, Mocha, Orange, Peanut shell, Stone Fruit, Sweet & Sugary, Tea Rose","Acidy,  Bright, Citrus Fruit, Complex, Lemon & Lime, Malic Acid, Vibrant",Washed,Gesha,,,Honduras
203,13,88.13,Cielito Lindo,760.59,$20.40 ,"$15,516.04 ",Kyokuto Fadie Corporation,Job Neel Caceres Diaz,1700,Honduras,2021,,,Lasting,"Brown Sugar (3), Apricot (2), Blueberry (2), Apple, Berry, Blackberry, Brown Spice, Butterscotch, Caramel, Citrus Fruit, Dark Chocolate, Floral, Golden Raisin, Hazelnut, Jasmine, Juicy, Malic Acid, Melon, Milk Chocolate, Peach, Red Apple, Red fruit, Tropical Fruit","Citrus Fruit (3), Bright, Delicate, Malic Acid, Metallic, Peach, Structured",Washed,SL28 Keniano,,,Honduras
204,14,88.1,Los Tongos,892.87,$20.70 ,"$18,482.41 ",MOMOS COFFEE,Carlos David Castillo Alfaro,1650,Honduras,2021,,,Licorice-anise,"Apple (2), Black Currant (2), Chocolate (2), Malt (2), Red Currant (2), Apricot, Black plum, Blueberry, Brown Spice, Brown Sugar, Caramel, Chamomile, Cinnamon, Coffee pulp, Dried Fruit, Floral, Fruity, Grapefruit, Lychee candy, Orange, Peach, Sweet & Sugary","Citrus Fruit (2), Malic Acid (2), Bright, Delicate, Tropical Fruit",Washed,Pacas,,,Honduras
205,15,87.97,Don Andres,462.97,$33.20 ,"$15,370.60 ",27 Coffee Roasters (Kasai Coffee),Josue Nahun Fernández Sabillon,1500,Honduras,2021,,,"Dark Chocolate, Dried Dates, Figs, Oaky","Banana (2), Dark Chocolate (2), Peach (2), Apricot, Blackberry, Blueberry, Cacao Nibs, Caramel, Cocoa, Floral, Goji berry, Grapefruit, Green cheery, Juicy, Lemon peel, Lychee, Mandarin Orange, Melon, Oak, Olive Oil, Orange jam, Overripe grape, Pear, Stone Fruit, Strawberry, Sweet & Sugary, Vanilla, Valrhona chocolate, Winey","Acetic Acid, Citrus Fruit, Lemon, Lemon & Lime, Malic Acid, Tropical Fruit",Natural,Parainema,,,Honduras
206,16,87.83,Los Quetzales,462.97,$42.10 ,"$19,491.04 ",Orsir Coffee & Taiwan Roasters Network,Pedro Sagastume Enamorado,1600,Honduras,2021,,,"Lemon, Lingering, Lingering dark chocolate, Short orange candy","Caramel (2), Mandarin Orange (2), Milk Chocolate (2), Apple, Bakers Chocolate, Bergamot, Berries, Black Currant, Black plum, Blackberry, Brown Sugar, Cherry, Creamy, Dark Chocolate, Floral, Fruity, Herb-like, Honey, Jammy, Jammy fruits, Lemon, Lemon tea, Lychee, Malt, Orange peel, Papaya, Peach, Pipe Tobacco, Pulp, Raisin, Raspberry, Sage, Sweet, Yellow flower","Citric Acid (2), Citrus Fruit (2), Bright, Grapefruit, Lactic, Malic Acid, Stone Fruit, Tartaric",Washed,Gesha,,,Honduras
207,17,87.8,La Platanera,396.83,$15.50 ,"$6,150.87 ","Wataru & Co., Ltd.",Gustavo Adolfo Sandoval Díaz,1387,Honduras,2021,,,Complex,"Caramel (2), Honey (2), Apricot, Bakers Chocolate, Berry, Black Tea, Blueberry, Cherry, Cinnamon, Citrus Fruit, Cola, Citrus, Dark Chocolate, Floral, Grape, Green Apple, Green Grape, Lemon, Mandarin Orange, Mango, Molasses Syrup, Overripe grape, Peach, Pear, Raisin, Red Grape, Scour lemon, Tropical Fruit, Yogurt","Acetic Acid (2), Citrus Fruit (2), Acetic, Apricot, Citric Acid, Mandarin Orange, Melon rind, Red Apple, Slightly sour, Tartaric acid",Washed,Parainema,,,Honduras
208,18,87.67,Los Colibries,859.8,$19.30 ,"$16,594.14 ",Kaffebrenneriet As,Ronnie Alfredo Gabrie Salles,1450,Honduras,2021,,,Sweetened bakers cocoa,"Apple (2), Lemon & Lime (2), Lime (2), Tropical Fruit (2), Almond chocolate, Apricot, Beer, Black Tea, Blackberry, Caramel, Citrus Fruit, Cocoa Powder, Dark Chocolate, Floral, Grape, Grapefruit, Green plum, Lemon, Lemon tea, Lychee, Malt, Orange, Orange Blossom, Orange candy, Peach, Red plum, Red wine, Rose Hips, Spiced fruits","Citrus Fruit, Delicate, Lemon, Malic Acid, Pointed, Rose Hips",Natural,Parainema,,,Honduras
209,19,87.57,El Buen Sembrador,1223.56,$19.10 ,"$23,370.00 ","Wataru & Co., Ltd.",Claudia del Carmen Murcia Pinto,1450,Honduras,2021,,,Lemon,"Orange (3), Lemon & Lime (2), Peach (2), Tropical Fruit (2), Apple, Blueberry, Brown Sugar, Cane sugar, Caramel, Cherries, Cinnamon, Cocoa Powder, Dark Chocolate, Green Tea,  Lemon, Lemon tea, Light tangerine, Lime, Melon, Milk Chocolate, Red Grape, Salted lemon, Tart, White Grape","Citrus Fruit, Delicate, Juicy, Lemon, Lively, Slightly tart, Soft",Honey,Parainema,,,Honduras
210,20,87.5,El Paraiso,661.39,$12.50 ,"$8,267.38 ","Wataru & Co., Ltd.",Ovidio Gomes Hernández,1550,Honduras,2021,,,"Cedar, Cherries, Chocolate, Red fruit","Caramel (2), Cherry (2), Grapefruit (2), Green Apple (2), Tangerine (2), Apricot, Bakers Chocolate, Black Cherry, Black Currant, Black Tea, Blackberry, Citrus Fruit, Cranberry, Dark Chocolate, Grape, Green Grape, Green plum, Honey, Lemon, Lemon & Lime, Lime, Mellow, Papaya, Plum, Red Apple, Red plum, Vanilla","Citrus Fruit (2), Lemon (2), Caramelized, Citric Acid, Grapefruit, Melon rind, Sharp, Sweet",Natural,Parainema,,,Honduras
211,21,87.43,Liquidámbar,826.73,$17.20 ,"$14,219.76 ","Wataru & Co., Ltd.",Ma Nery Marquez Granados,1400,Honduras,2021,,,"Cherries, Lemon, Oaky, Raisin","Peach (2), Strawberry (2), Berry, Black Cherry, Black Currant, Brown Sugar, Cacao Nibs, Cantaloupe, Caramel, Caramelized, Cherry, Chocolate, Cocoa nibs, Cocoa Powder, Concord Grape, Fruity, Grape, Kombucha, Lemon & Lime, Liqueur chocolate, Mango, Oak, Pineapple peel, Raspberry, Red plum, Stone Fruit, Vanilla, Whisky","Grapefruit (2), Bright, Lemon, Malic Acid, Tropical Fruit, Wild",Natural,Borbon,,,Honduras
212,22,87.4,Pacayalito,496.04,$24.10 ,"$11,954.56 ","Passenger, SEY, Swift Cup",Miguel Angel Tabora Mears,1300,Honduras,2021,,,"Brown Sugar, Herb-like","Brown Sugar (3), Blackberry (2), Caramel (2), Oolong tea (2), Apricot, Bergamot, Bittersweet Chocolate, Brown Spice, Burnt Sugar, Cinnamon, Citric Acid, Citrus Fruit, Dark Chocolate, Dried Fig, Floral, Fruits, Grapefruit, Herb-like, Jammy fruits, Lemon & Lime, Lemon peel, Malt, Orange, Passion Fruit, Red plum, Walnut, Yellow peach yogurt","Malic Acid (3), Bright, Citrus Fruit, Delicate, Floral",Washed,Pacamara,,,Honduras
213,23,87.3,El Plan,462.97,$15.10 ,"$6,990.85 ",Wataru for OGAWA COFFEE,Edwin Ever Sabillon Paz,1300,Honduras,2021,,,"Dark Chocolate, Quick","Caramel (3), Alcohol, Almond, Apple, Black Currant, Brown Spice, Candy, Cinnamon stick, Clay, Cocoa, Coconut, Creme brule, Dark Chocolate, Grapefruit, Olive, Plum, Port, Raisin, Red Apple, Salted lemon, Star Fruit, Tropical Fruit, Vanilla, Yellow rice wine","Citric Acid (3), Grapefruit (2), Malic Acid (2), Acetic, Citrus Fruit, Lemon, Soft",Natural,Parainema,,,Honduras
214,24,87.2,Las Tres Peñas,661.39,$14.10 ,"$9,325.60 ",Wataru for ROKUMEI COFFEE CO.,Duvis Alexis Moreno Reyes,1600,Honduras,2021,,,"Dark Chocolate, Lemon peel, Sweet & Sugary","Caramel (3), Sweet & Sugary (2), Apple, Apricot, Berry, Black Cherry, Black Currant, Caramelized, Citrus Fruit, Cotton candy, Dark Chocolate, Floral, Grape, Grapefruit, Honey, Jasmine, Lemon & Lime, Lemon tea, Mandarin Orange, Melon, Orange, Peach, Praline, Sweet citrus, Yogurt","Citric Acid (2), Citrus Fruit (2), Bright, Citrus, Lemon, Peach, Structured",Washed,Pacas,,,Honduras
215,25,87.07,Cerro Azul,595.25,$23.90 ,"$14,226.48 ",TAKAMURA COFFEE ROASTERS,Cafe Azul Meambar S.A. de C.v.,1700,Honduras,2021,,,"Bakers Chocolate, Cherries","Apple (2), Honey (2), Jasmine (2), Red Currant (2), Burnt Sugar, Candy, Caramel, Caramelized, Citrus Fruit, Cocoa, Coconut, Floral, Fruity, Grape, Grapefruit, Green tea stem, Lemon, Lemon & Lime, Lemon peel, Mandarin Orange, Marshmallow, Orange, Passion Fruit, Pear, Pink grapefruit, Raisin, Salty, Tangerine, Tropical Fruit","Citric Acid, Citrus Fruit, Delicate, Grape, Mandarin Orange, Multiple fruit acid, Orange",Washed,Pacamara Amarillo,,,Honduras
216,1a,91.25,La Salsa,264.55,$       130.50,"$           34,523.78",KALDI COFFEE FARM,Benjamin Paz Muñoz,,Honduras,2022,,,"Balanced, Beautiful, Citrus, Clean and structured, Complex, Consistent, Delicate, Elegant, Extremely ballanced, Sweet berry notes round cup, Floral, Intensive floral, Smooth and consistent, Syrupy","Jasmine, Peach , Floral , Lemon , Stone Fruit ,  Lemongrass , Lime , Lychee  , Milk Chocolate , Raspberry , Apple,  Blackberry, Blueberry, Brown Spice, Brown Sugar, Cacao Nibs, Cranberry, Earl grey tea, Honeydew, Layered, Maple Syrup, Muscat, Nectarine, Orange, Plum, Red Grape,  Strawberry, Tizana, Vanilla","Malic Acid , Citric Acid, Complex, Crisp green apple like, Mandarin Orange, Structured",Washed,Gesha,,,Honduras
217,1b,91.25,La Salsa,198.42,$       134.00,"$           26,588.28",OnyxCoffee Lab,Benjamin Paz Muñoz,,Honduras,2022,,,"Balanced, Beautiful, Citrus, Clean and structured, Complex, Consistent, Delicate, Elegant, Extremely ballanced, Sweet berry notes round cup, Floral, Intensive floral, Smooth and consistent, Syrupy","Jasmine, Peach , Floral , Lemon , Stone Fruit ,  Lemongrass , Lime , Lychee  , Milk Chocolate , Raspberry , Apple,  Blackberry, Blueberry, Brown Spice, Brown Sugar, Cacao Nibs, Cranberry, Earl grey tea, Honeydew, Layered, Maple Syrup, Muscat, Nectarine, Orange, Plum, Red Grape,  Strawberry, Tizana, Vanilla","Malic Acid , Citric Acid, Complex, Crisp green apple like, Mandarin Orange, Structured",Washed,Gesha,,,Honduras
218,2a,90.03,Santa Lucia,264.55,$          50.50,"$           13,359.78",Coffee Libre,Desarrollos Santa Lucia S.A,,Honduras,2022,,,"Clean and subtle, Complex, Delicate and floral, sweet and round, Structred , Vibrant","Floral , Jasmine , Black Tea , Lemon & Lime , Peach , Caramel , Cherry, Vanilla , Almond, Apricot, Berries, Cranberry, Cream, Dried Fig, Dried Fruit, Golden Grape, Grapefruit,  Honeydew,Lychee, Melon, Orange, Overall Sweet, Passion Fruit, Pear, Prune, Red Apple, Red Currant, Strawberry, Sugar cane, Sweet & Sugary, Tangerine, Toffee, Tomato, White Grape","Citric Acid , Lactic , Bright, Complex,  Fruity Juicy acidity, Malic Acid, Grapes",Washed,"Geisha, Pacamara Amarillo",,,Honduras
219,2b,90.03,Santa Lucia,198.42,$          35.00,"$              6,944.70",Vero Coffee House,Desarrollos Santa Lucia S.A,,Honduras,2022,,,"Clean and subtle, Complex, Delicate and floral, sweet and round, Structred , Vibrant","Floral , Jasmine , Black Tea , Lemon & Lime , Peach , Caramel , Cherry, Vanilla , Almond, Apricot, Berries, Cranberry, Cream, Dried Fig, Dried Fruit, Golden Grape, Grapefruit,  Honeydew,Lychee, Melon, Orange, Overall Sweet, Passion Fruit, Pear, Prune, Red Apple, Red Currant, Strawberry, Sugar cane, Sweet & Sugary, Tangerine, Toffee, Tomato, White Grape","Citric Acid , Lactic , Bright, Complex,  Fruity Juicy acidity, Malic Acid, Grapes",Washed,Gesha & Yellow Pacamara,,,Honduras
220,3,89.5,La Colmena,496.04,$          28.90,"$           14,335.56",HoneyCoffee (Izaki Coffee Co. Ltd) & REC COFFEE,David Omar Muños Ulloa,,Honduras,2022,,,"Clean and consistent, Complex, Delicate,  Silky mouthfeel, Structured, Tea like, Sweet cup of coffee","Molasses , Orange Blossom , Raisin , Stone Fruit , Almond, Apple, Bergamot tea, Bittersweet Chocolate, Black Cherry, Earl grey tea, Green Grape, hazelnut, Hibiscus, Hints of spices, Lemon, Lemongrass, Lychee, Mandarin Orange, Milk tea, Nutty, Orange, Peach, Plum, Raspberry, Sweet herbs, Tangerine, Underlying notes of citrus and berries, White peach","Malic Acid , Crisp, Green Apple, Juicy, Lactic, Lemon,  Phosforic, Tartaric",Washed,Gesha,,,Honduras
221,4,89.03,Don Andres,595.25,$          25.00,"$           14,881.25",Vero Coffee House,Jose Nahun Fernandez Sabillon,,Honduras,2022,,,"Exotic fruit, Heavy fruits and chocolate, Intense flavor, Juicy, Overall Sweet, Thick body, Tropical Fruit, Well structured","Blueberry , Cherry , Mango , Passion Fruit , Strawberry , Apricot , Bakers Chocolate , Black Cherry , Black Currant , Black Tea , Blackberry , Concord Grape, Pineapple , Brown Spice,  Candied fruit,  Honey, Hops, Lemon & Lime, Lime, Liquor, Mandarin Orange, Melon,  Red Grape, Rose Hips, Spices, Star Fruit, Sweet cacao nibs, Tropical Fruit, Uva, Vainilla, White wine","Citric Acid, Complex, Grape, Malic Acid, Passion Fruit, Plum, Tartaric acid",Natural,Parainema,,,Honduras
222,5,88.91,La Fortuna,496.04,$          20.20,"$           10,020.01",GONGGAM Roasting Factory,Fortune Montain Coffee S. de R.L,,Honduras,2022,,,"Berry, Complex, Concord Grape, Structured and complex flavors, Super sweet citrusy tropical basket, very fruity holding, Thick body","Blueberry jam, Brown Sugar, Butterscotch, Candy, Canela, Caramel, Cinnamon, Cocoa, Coconut sugar, Concord Grape, Cream, Dark rum, Dried Dates, Dried Fruit, Grapefruit, Grapes, Honey, Intense fruity, Kyoho grapes, Licorice-anise, Malt, Mandarin Orange, Mango, Molasses, Muscat, Passion Fruit, Pecan, Plum, Rasin, Roasted Almond, Roasted Hazelnut, Sangria, Stewed plum","Malic Acid, Citric Acid, Grape, Lactic, Red Grape, Structured malic and tartaric, Supportive",Natural,Gesha,,,Honduras
223,6,88.84,Las Virginias,727.52,$          13.80,"$           10,039.78",KALDI COFFEE FARM,Fabio Antonio Caballero Martinez,,Honduras,2022,,,"Complex , Sweet , Consistent,  Delicate cup, floral, Stone Fruit,  Tea like finish, Zesty, Juicy","Lemongrass , Mandarin Orange , Melon, White Grape , Apple, Apricot, Berry, Black Tea, Blueberry, Breakfast tea, Dried Dates, Dried Fruit, Grapes, Green Apple, Grosella, Hibiscus, Honeydew, Honeywater, Lychee, Mango, Miel, Milk Chocolate,  Nectarine, Papaya, Pineapple, Rose, Stone Fruit, Sugar cane, Sunkist, Sweet & Sugary, Toffee, Vanilla","Malic Acid , Stone Fruit , Bright, Citric Acid,  Sparkling, Structured malic acidity",Washed,Gesha,,,Honduras
224,7,88.81,Las Virginias,496.04,$          15.60,"$              7,738.22",M.I.Coffee Corporation,Dolmin Josue Moreno Alvarado,,Honduras,2022,,,"Complex , Balanced, Consistent, Elegant, Grape, Pleasant fruity notes, Pleasant sweetness as white sugar, Rich and lingering, Smooth, Solid, Very sweet cup","Almond, Apple, Berry, Bittersweet Chocolate, Black Cherry, Black Currant, Black Tea, Brown Spice, Canela, Chamomile, Cherry, Chocolate, Cinnamon, Dried papaya, Guava, Hazelnut jam, Honey, Jasmine, Lemon, Lemongrass, Lime, Lychee, Maple Syrup, Mint, Mixed berries, Raspberry, Rhubarb, Roasted Hazelnut","Citric Acid , Malic Acid , Structured , Bright acidity",Natural,Gesha,,,Honduras
225,8,88.63,Paraideli,892.87,$          13.30,"$           11,875.17","Spirit Animal Coffee, Olympia Graeco Egyptian Coffee (OGECoffee) / Raku Coffee Roaster",Oscar Daniel Ramirez Chavez,,Honduras,2022,,,"Bright, Consistent, Crisp, Dense and pleasant stonefruits attributes, Red tea, Stone Fruit, Very sweet,  Butterscotch","Hibiscus , Lime , Mandarin Orange , Peach , Raspberry , Berry, Black Tea, Blackberry, Cherry, Citric Acid, Citrus, Dark Chocolate, Dried Dates, Dried Fig, Dried Fruit, Jamaica rose, Jasmine Honeysuckle, Lavender, Lime zest, Maple Syrup, Miel,  Orange zest, Panela, Pasa, Passion Fruit, Red Currant, Stone Fruit, Strawberry, White wine","Citric Acid, Lemon & Lime, Malic Acid, Plum, Sparkling citrus acidity",Washed,Parainema,,,Honduras
226,9,88.47,Platanares,562.18,$          51.00,"$           28,671.18",NOZY COFFEE,Iris Dariela Carvajal Bonilla,,Honduras,2022,,,"Balanced, Black Currant, Ceylon tea, Complex, Consistent througout, Exotic, Intensive in sweetness as caramel","Clementine , Raspberry , Apple, Aspirague, Bergamot, Black Cherry, Black Currant, Butter, Cacao, Ceylon tea, Ciruela, Citrus, Clove, Coconut, Grapefruit, Green Apple, Hibiscus, Honey, Honeydew, Papaya, Peach, Peppermint, Plum, Red Apple, Red Currant, Red Grape, Roasted Hazelnut, Stone Fruit, Strawberry jam, Sweet cacao nibs, Water pear","Bright tartaric acidity, Citric Acid, Complex, Crisp apple, Grape, Juicy, Mellow citric, Grape like",Natural,Typica,,,Honduras
227,10,88.15,La Reina,892.87,$          19.30,"$           17,232.39",KALDI COFFEE FARM,Fatima Mercedes Maradiaga Rodriguez,,Honduras,2022,,,"Floral,  Pleasant, Supportive, Green tam, bright, Tropical Fruit","Red Apple , Brown Sugar , Caramel , Floral , Grape , Honey , Jasmine , Bergamot, Black Cherry, Black Tea, Cashew fruit, Chamomile, Chocolate, Ciruela, Citrus, Concord Grape, Creamy, Dark cherry, Dark Chocolate,  Hints of lemon grass, Lychee, Mandarin Orange, Mango, Manzanilla, Maple Syrup,  Red Grape, Roasted Almond,Tropical Fruit","Citric Acid , Grape, Green Grape, Malic Acid, Stone Fruit",Honey,Gesha,,,Honduras
228,11,88.13,Los Pinos,661.39,$          24.90,"$           16,468.61",NOZY COFFEE,Remiery Orlando Carvajal Guevara,,Honduras,2022,,,"Complex, Brown Spice, Fruity, Interesting flavours, Nice grapefruit type, Overall Sweet, Structured","Bakers Chocolate, Banana, Berry, Bittersweet Chocolate, Blueberry, Brown Roast, Butter, Candy, Cardamom, Cherry, Cranberry, Dark Chocolate, Golden Raisin, Green Apple, Green Grape, Hazelnut, Lemon tart, Lime, Mandarin Orange, Marzipan, Prune, Roasted Hazelnut, Roselle, Soft spices, Sweet & Sugary, Sweet Bread Pastry","Berry , Citric Acid , Malic Acid , Cherry, Citrus Fruit, Grape, Red Grape, Stone Fruit, Vibrant",Natural,Typica,,,Honduras
229,12,87.79,Los Cedros,925.94,$          12.00,"$           11,111.28",Solberg & Hansen,Samuel Pineda Sagastume,,Honduras,2022,,,"Complex, Good acidity, berry like fresh coffee, Rich, Stone Fruit, Structured, Sweet","Brown sugar, Berries, Brown Spice, Cane sugar, Canela, Caramel, Citric Acid, Cocoa, Cranberry, Creamy, Dried Fruit, Green Apple, Green Grape, Lemon, Lemon & Lime, Mango, Melocoton, Passion Fruit, Pear, Raisin, Red Currant, Rhubarb, Roselle, Sugarcane","Stone Fruit , Malic Acid , Apple like acidity, Berry, Grape, Structured",Honey,Pacas,,,Honduras
230,13,87.71,Los Quetzales,628.32,$          12.70,"$              7,979.66","La Pluma & Bohemian, ESCUDO COFFEE",Pedro Sagastume Enamorado,,Honduras,2022,,,"Chocolat, Complex,  Intense tropical fruit, Violet flavor, Berries","Apricot, Black Currant, Brown Sugar, Candy, Caramel, Cherry, Chocolate, Clove, Cocoa, Cocoa nibs, Dark Chocolate, Dried banana, Hibiscus,  Lavender, Lychee, Mamgo, Mandarin Orange, Mango, Melon, Milk Chocolate, Mixed berries, Mora,  Pineapple, Plum, Red Apple, Red Grape, Ripe fruit, Winey","Citric Acid , Malic Acid ,  Tropical Fruit, Red Grapes",Washed,Gesha,,,Honduras
231,14,87.53,Las Capucas,628.32,$          15.30,"$              9,613.30","Wataru & Co., Ltd.",Yerin Estel Sagastume Enamorado,,Honduras,2022,,,"Elegant, Floral, Good acidity, Overall Sweet, Silky, Te verde, Very sweet delicate notes","Cookie, Cranberry, Dark Chocolate, Dried Dates, Dried papaya, Flora, Graham Cracker, Honey, Jasmine, Jasmine Honeysuckle, Kiwi, Lemon, Mango,Milk Chocolate, Nectarine, Peach, Prune, Raspberry, Red Apple, Rhubarb, Roasted Almond, Rosemary, Strawberry, Sweet & Sugary","Berry, Bright, Citrus,  Green Grape,  Lactic, Malic Acid",Natural,Gesha,,,Honduras
232,15,87.5,El Nacimiento,628.32,$          15.40,"$              9,676.13",Wataru for Voila Coffee.,Job Neel Cacerez Diaz,,Honduras,2022,,,"Bergamot, Clean, Fruity, Good acidity, Grapefruit, Tropical Fruit","Black Cherry, Brown Roast, Brown Sugar, Cacao, Caramelized, Chamomile, Chardonnay, Cheese, Cherry, Chocolate, Dark Chocolate, Delicate, Golden Raisin, Grape,  Mandarin Orange, Melocoton, Milk Chocolate, Molasses, Orange,  Passion Fruit, Peach, Pineapple, Plum, Raspberry, Red Apple, Red Currant, Roasted, Yellow stone fruit","Stone Fruit , Citric Acid, Citrus, Dried plum, Dulce, Grape, Green Apple",Washed,SL28,,,Honduras
233,16,87.38,El Ocote,694.46,$          17.00,"$           11,805.82",MOMOS COFFEE,Yeltsin Sagastume Enamorado,,Honduras,2022,,,"Clean , Cocoa, Complex, Overall floral and citrus, Round, Supportive acidity, Molasses","Floral , Vanilla , Blueberry , Honey , Peach , Almond , Candy , Caramel , Bergamot, Berry, Brown Sugar, Cacao, Cantaloupe, Creamy, Dark Chocolate, Elegant, Hazelnut, Honeydew, Jasmine, Lemongrass, Lychee, Maple Syrup, Meloco, Milk Chocolate, Pear, Red Grape, Sweet","Malic Acid , Berries like, Citric Acid, Citrus, Flat, Grapes, Green Apple",Honey,Gesha,,,Honduras
234,17,87.35,Liquidambar,791,$          16.30,"$           12,893.30",Kyokuto Fadie Corporation,Jose Abel Giron Duron,,Honduras,2022,,,Recuperando datos. Espere unos segundos e intente cortar o copiar de nuevo.,"Grapefruit , Molasses , Apple, Azucar morena, Bakers Chocolate, Bayas, Bittersweet Chocolate, Black Tea, Ciruela, Clove, Dried Dates, Dried Fig, Dried plum,  Mango, Maple, Melocoton, Orange peel,  Peach, Pipe Tobacco, Plum, Prune, Rasin, Raspberry, Red Apple,  Stone Fruit, Tamarind","Citric Acid , Berry, Bright, Citrus, Grapes like /Tartaric acidity, Pleasant lactic",Washed,Pacamara,,,Honduras
235,18,87.29,Los Robles,496.04,$          12.60,"$              6,250.10","Wataru & Co., Ltd.",Sergio Enamorado Moreno,,Honduras,2022,,,Recuperando datos. Espere unos segundos e intente cortar o copiar de nuevo.,"Honey , Caramel , Floral , Stone Fruit , Apricot, Banana, Bayas, Black Tea, Clementine, Cocoa, Cream, Dark Chocolate, Juicy, Lemon & Lime, Lemongrass, Lime, Mandarin Orange, Maple, Melon, Milk Chocolate, Mint,  Pear, Pineapple, Roasted Almond, Strawberry, Sugar cane","Citric Acid , Berry , Acetic Acid, Citrus, Citrus Fruit, Stone Fruit",Honey,Pacas,,,Honduras
236,19,87.24,De la Casa,496.04,$          16.80,"$              8,333.47",KALDI COFFEE FARM,Irma Consuelo Bonilla Hernandez,,Honduras,2022,,,"Black grapes,Molasses sweetness, Overall Sweet, Structured, Tea like, fruity aroma","Apple caramel, Bayas, Black plum, Black Tea, Breakfast tea, Brown Spice, Butter, Cane, Caramelized, Cascara, Cherry, Cinnamon, Coffee pulp, Cranberry, Cream, Dried Dates, Dried Fig, Dried Fruit, Graham Cracker, Mandarin Orange, Molasses, Nutella, Nutmeg, Peach, Plum, Raspberry, Roasted Almond, Roasted Hazelnut, Strawberry jam","Citrus , Grape , Lactic , Berry, Dried plum, Juicy, Refined,",Honey,Typica,,,Honduras
