Unnamed: 0,Rank,COE_score,Farm,weight_(lbs.),High_bid,Total_value,Company,Farmer/Rep.,Altitude,Country,Year,City,Region,Coffee_characteristics,Flavor,Acidity,Process,Variety,Coffee Growing Area,Farm_size,country
143,25,87.07,Los Colibries – Ronnie Alfredo Gabrie Salles,,$8.40/lb,"$5,821.20 ",InterAmerican Coffee GmbH,Ronnie Alfredo Gabrie Salles,1450,Honduras,2018,Santa Barbara,Santa Barbara,"vibrant, silky, clean, creamy","Rose, orange, citrus, caramel, floral","citric, bright,sparkling, quinic",Washed,Parainema,,,Honduras
144,26,87,El Rincon – Anner Joad Gonzalez Sanchez,,$8.00/lb,"$12,672.00 ","Wataru & Co., Ltd.",Anner Joad Gonzalez Sanchez,1300,Honduras,2018,Danli,El Paraiso,"cinnamon notes, creamy, juicy","Rose, honey, jasmine, green tea, blood orange, savory, chocolate","crisp, tangy, intense",Washed,Parainema,,,Honduras
145,27,86.93,Limoncito – Roberto Serafin Ramirez Fernandez,,$9.10/lb,"$6,006.00 ","Wataru & Co., Ltd.",Roberto Serafin Ramirez Fernandez,1100,Honduras,2018,La Encarnacion,Ocotepeque,"syrupy, silky, sticky mouthfeel, complex","Tropical fruit, chocolate, honey, tamarind, sweet molasses","Lively, tangerine, vibrant, sparkling",Washed,Parainema,,,Honduras
146,28,86.79,El Sauce – Esteban Madrid Chavez,,$8.28/lb,"$3,825.36 ","Wataru & Co.,Ltd.",Esteban Madrid Chavez,1470,Honduras,2018,Santa Barbara,Santa Barbara,"silky, juicy","Chocolate, tropical fruit, almond, brown sugar, melon, chamomile bosc pear","citric, ripe, sweet",Washed,Pacas,,,Honduras
147,29,86.79,Los Cedros – Juan Manuel Hernandez Lopez,,$9.11/lb,"$5,121.37 ","TOA COFFEE CO., Ltd.",Juan Manuel Hernandez Lopez,1600,Honduras,2018,Morazan,Yoro,"silky, velvety, lingering aftertaste","Strawberry, red wine, dark ale, cherry, black / red currant","citric, sparkly, refined",Natural,Ihcafe-90,,,Honduras
148,30,86.71,La Colmena – Angel Arturo Paz Ramirez,,$8.20/lb,"$5,953.20 ","Wataru & Co.,Ltd.",Angel Arturo Paz Ramirez,1630,Honduras,2018,Santa Barbara,Santa Barbara,"silky mouthfeel, sugarcane","blueberry, marzipan, tropical fruit, lychee, honey, prune","crisp, tartaric, malic, kumquat",Washed,Catuai Rojo,,,Honduras
149,31,86.71,La Leona – Nelson Omar Tinoco Madrid,,$7.30/lb,"$8,431.50 ","Wataru & Co.,Ltd.",Nelson Omar Tinoco Madrid,1551,Honduras,2018,Concepcion del Sur,Santa Barbara,"complex sweetness, round mouthfeel, juicy","milk chocolate, brown spices, walnut, black tea-like, raisin, mango","citric, bright, moderate acidity",Washed,Pacas,,,Honduras
150,32,86.64,El Tanque – Danny Gabriel Moreno Leiva,,$8.70/lb,"$5,742.00 ",Kasai Coffee,Danny Gabriel Moreno Leiva,1650,Honduras,2018,Las Vegas,Santa Barbara,"silky, bright, delicate","Chamomile, bergamot, milk chocolate, vanilla, orange, honey, passionfruit","strutured, malic, tartaric",Washed,Pacas,,,Honduras
151,33,86.57,Mi Montaña – Angel Augusto Valenzuela Ulloa,,$6.90/lb,"$10,018.80 ",Honu Kato Coffee Inc.,Angel Augusto Valenzuela Ulloa,1695,Honduras,2018,Victoria,Yoro,"silky, mellow, white chocolate","Floral, lemon-honey, plum, marzipan, black raspberry","citric, meyer lemon, bright",Washed,Ihcafe-90,,,Honduras
152,34,86.29,Las Botijas – Jose Abel Giron Duron,,$7.70/lb,"$7,877.10 ","Wataru & Co., Ltd.",Jose Abel Giron Duron,1550,Honduras,2018,Villa San Antonio,Comayagua,"well balanced, round, creamy","Sweet tobacco, caramel, raspberry, honey, milk chocolate","malic, citric, red apple, meyer lemon",Washed,Pacamara,,,Honduras
153,35,86.29,Cristal – Jose Esteban Madrid Villanueva,,$8.10/lb,"$5,346.00 ",27 COFFEE ROASTERS（Kasai Coffee Co.ltd）,Jose Esteban Madrid Villanueva,1550,Honduras,2018,Santa Barbara,Santa Barbara,"silky, juicy, long-finish","Chocolate, golden currant, peacy, grape, raisin","malic, green",Washed,Pacas,,,Honduras
154,36,86.07,Patepluma – Franklin Adonis Madrid Villanueva,,$8.08/lb,"$4,266.24 ","Wataru & Co., Ltd.",Franklin Adonis Madrid Villanueva,1570,Honduras,2018,Santa Barbara,Santa Barbara,"pear-like, rich mouthfeel","Dark chocolate, almond, cacao, cane sugar, rum, cassis, toffee, tobacco","structured, juicy",Washed,pacas,,,Honduras
155,1a,94.84,Santa Lucia,462.97,$120.10 ,"$55,602.70 ","Maruyama Coffee, Sarutahiko Coffee, 27Coffee Roasters(Kasai Coffee), COFFEE COUNTY,Coffee Me Up (Korea), Dabov Specialty Coffee, Goodboybob Coffee, Seven Seeds",Desarrollos Santa Lucia S.A.,1567 masl,Honduras,2019,"Rio Bonito, Siguatepeque",Comayagua,"Smooth mouthfeel, silky, creamy, very smooth, very tea like, velvety, delicate, multidimensional, good structure, layered","Floral, jasmine, perfume, rose, rose wine, champagne, bergamot, peach, pineapple, tea rose, stone fruits, melon, honey, white floral, coffee blossoms, black currant, Osmanthus flower","Elegant, delicate, transparent, citric, effervescent, complex, sparkling, structured",Washed,Gesha,7.5 mzns,25 mzns,Honduras
156,1b,94.84,Santa Lucia,396.83,$120.10 ,"$47,659.28 ",Blossom Valley Intl / THE FEW COFFEE & GOODS / Oas roaster/ GeeCoffeeRoasters,Desarrollos Santa Lucia S.A.,1567 masl,Honduras,2019,"Rio Bonito, Siguatepeque",Comayagua,"Smooth mouthfeel, silky, creamy, very smooth, very tea like, velvety, delicate, multidimensional, good structure, layered","Floral, jasmine, perfume, rose, rose wine, champagne, bergamot, peach, pineapple, tea rose, stone fruits, melon, honey, white floral, coffee blossoms, black currant, Osmanthus flower","Elegant, delicate, transparent, citric, effervescent, complex, sparkling, structured",Washed,Gesha,7.5 mzns,26 mzns,Honduras
157,2a,92.25,Las Flores,925.94,$13.10 ,"$12,129.81 ",Kaffebrenneriet As,Roger Antonio Dominguez Marquez,1512 masl,Honduras,2019,"Las Flores, Marcala",La Paz,"Rum, juicy, long finish, round, rich, jammy, high sweetness, full body","Very expensive chocolate, violet flower, tropical fruit, alcohol, melon, winey, expensive wine, champagne, cocoa nibs, strawberry, cherries, tamarind, guava","Wine like, tartaric, refined, complex, delicate, malic, very clean",Natural,Catuai,3.5 mzns,3.5 mzns,Honduras
158,2b,92.25,Las Flores,859.8,$13.20 ,"$11,349.36 ",Cypher Roastery LLC,Roger Antonio Dominguez Marquez,1512 masl,Honduras,2019,"Las Flores, Marcala",La Paz,"Rum, juicy, long finish, round, rich, jammy, high sweetness, full body","Very expensive chocolate, violet flower, tropical fruit, alcohol, melon, winey, expensive wine, champagne, cocoa nibs, strawberry, cherries, tamarind, guava","Wine like, tartaric, refined, complex, delicate, malic, very clean",Natural,Catuai,3.5 mzns,3.5 mzns,Honduras
159,3a,91.84,La Sierra,462.97,$16.50 ,"$7,639.01 ","Hankook coffee, Hisashi Yamamoto Coffee (Unir), 27 COFFEE ROASTERS (Kasai Coffee), Bonanza Coffee Roasters, ST.BERRY COFFEE (Tommy)",Alma Aydee Pineda Alvarado,1450 masl,Honduras,2019,"El Cedral, Las Vegas",Santa Barbara,"Buttery body, creamy and smooth, finish with caramel notes, tamarind","Champagne, grape, floral, raspberry, honey, jasmine, green tea, passionfruit, raisin, lychee, black currant, molasses, cedar, berries","Well rounded, complex, juicy, structured, bright",Washed,Pacas,"1,5 mzns","1,5 mzns",Honduras
160,3b,91.84,La Sierra,396.83,$16.40 ,"$6,508.01 ","Time’s Club, Coffee Libre, Valley Coffee Roasters(China)",Alma Aydee Pineda Alvarado,1450 masl,Honduras,2019,"El Cedral, Las Vegas",Santa Barbara,"Buttery body, creamy and smooth, finish with caramel notes, tamarind","Champagne, grape, floral, raspberry, honey, jasmine, green tea, passionfruit, raisin, lychee, black currant, molasses, cedar, berries","Well rounded, complex, juicy, structured, bright",Washed,Pacas,"1,5 mzns","1,5 mzns",Honduras
161,4,90.45,El Nacimiento No. 1,760.59,$10.50 ,"$7,986.20 ","Coffee Libre, Time’s Club, and Valley Coffee Roasters (China)",Job Neel Cacerez Diaz,1630 masl,Honduras,2019,El Cielito,Santa Barbara,"Peach, hint of lime, layered, improved, buttery mouthfeel, balanced","Sweet berries, peach, vanilla, apricot, honey, papaya, white wine, milk chocolate, plum, floral","Crisp, refreshing, tartaric, complex, malic, little citric",Washed,,23 mzns,23 mzns,Honduras
162,5,90.36,El Guayabo,760.59,$12.60 ,"$9,583.43 ",Camel Step Roasters,Mario Alexis Moreno Leiva,1600 masl,Honduras,2019,"El Cedral, Las Vegas",Santa Barbara,"Raisins, yellow fruit, sugar cane, smooth mouthfeel, crystal clean, harmonious, rich body","Spices, cinnamon, black currants, wine, red wine, mango, orange, cocoa, strawberry, champagne, chocolate, lemon pepper","Bright, phosphoric, tartaric",Natural,Pacas,"1,3 mzns","1,3 mzns",Honduras
163,6,90.23,Los Pinos,793.66,$12.60 ,"$10,000.12 ","Wataru & Co., Ltd",Reniery Orlando Carvajal Guerra,1600 masl,Honduras,2019,"Esquimpara, San Andres",Lempira,"Juicy, tangerine, sweet finish, crisp, silky, strawberry","Floral, concord grape, grapefruit, peach, cranberry, berries, red apple, jasmine, kiwi, cotton candy, nanci, honey tea","Complex, citric, bright, malic, transparent",Honey,Typica,5 mzns,25 mzns,Honduras
164,7,89.88,Patepluma,"1,322.77",$18.00 ,"$23,809.86 ","Maruyama Coffee, Hisashi Yamamoto Coffee(Unir), 27Coffee Roasters(Kasai Coffee), ST.BERRY COFFEE, Harrods",Franklin Adonis Madrid Villanueva,1550 masl,Honduras,2019,San Luis Planes,Santa Barbara,"Velvety, well balanced, sugarcane, mouthwatering, structured, creamy","Cinnamon, passion fruit, vanilla, roasted almonds, tobacco, caramel, cedar, red wine, burgundy wine","Citric, tartaric, bright",Washed,Pacas,5 mzns,,Honduras
165,8,89.2,La Lima,793.66,$12.10 ,"$9,603.29 ",Fisher Coffee / M2M Coffee Roasters / Great Roast / Nook Coffee Lab / Uncle G Coffee / Latorre & Dutch Coffee,Miguel Alfredo Lopez Alvarado,1500 masl,Honduras,2019,"La Lima, Talgua",Lempira,"Smooth and round, honey sweetness, smooth mouthfeel, long juicy aftertaste","Peach, mango, lychee, jasmine, bergamot, chocolate, butterscotch, orange flower, caramel, tobacco, lemongrass","Sparkling, refined, crisp, complex, juicy, orange",Washed,Gesha,"3,8 mzns",15 mzns,Honduras
166,9,89.05,Los Pinos,793.66,$11.90 ,"$9,444.55 ",London Dairy Cafe,Iris Dariela Carvajal Bonilla,1500 masl,Honduras,2019,"Esquimpara, San Andres",Lempira,"Sweet, passionfruit, caramel sweetness, creamy mouthfeel","Caramel, brown sugar, raspberry, honey, milk chocolate, tropical fruits, orange blossoms, cinnamon, vanilla, plum, apple cider","Balanced, vibrant, transparent, tartaric",,Typica,2 mzns,2 mzns,Honduras
167,10,88.8,Las Cascadas,"1,455.05",$9.00 ,"$13,095.45 ",PAIK’S COFFEE (GSC),Fredy Dagoberto Nolasco Calix,1600 masl,Honduras,2019,"Las Breas, Cabanas",La Paz,"Sugar cane, molasses, long finish, mango, papaya","Cherry, mango, wine, nougat, vanilla, roasted almonds, spicy, concord grape, winey, raisins, cinnamon","Lingering, sparkling, bright, compelling acidity",Washed,,1 mzns,3 mzns,Honduras
168,11,88.5,El Limo,959.01,$19.10 ,"$18,317.09 ",Terarosa (Haksan Co.Ltd),Jose Rumaldo Moreno Reyes,1650 masl,Honduras,2019,"EL CEDRAL, LAS VEGAS",Santa Barbara,"Creamy body, molasses, high sweetness, spicy, transparent","Marshmallow, cinnamon, sweet melon, apricot, guava, milk chocolate, orange peel, honey","Bright, citric, orange, tartaric, white wine",Washed,Pacas,2 mzns,,Honduras
169,12,88.29,Las Nieblas,859.8,$10.10 ,"$8,683.98 ",Terarosa (Haksan Co.Ltd),Alexi Edgardo Moreno Castellon,1670 masl,Honduras,2019,"EL CEDRAL, LAS VEGAS",Santa Barbara,"Very sweet, jammy, transparent, sugar cane, delicate, juicy, candy sweet","Cinnamon, citrus, winey, red wine, Dr. Pepper, tropical, blueberry, jasmine, floral, chocolate, vanilla, hazelnuts","Complex, tartaric, crisp, bold",Washed,,1 mzns,,Honduras
170,13,88.29,Cielito Lindo,959.01,$8.60 ,"$8,247.49 ",Nagahama Coffee Inc.,Extreberto Caceres Gutierrez,1750 masl,Honduras,2019,EL OCOTILLO,Santa Barbara,"Peppery dry fragrance, creamy mouthfeel, nougat, lingering sweetness, mango, vanilla","Blackberries, caramel, butterscotch, strawberry, peach, molasses, violet flower, green tea, sweet spice, Muscat","Elegant, bright, malic, peach juice acidity, grapefruit, transparent",Washed,Pacas,3 mzns,,Honduras
171,14,88.14,Pino De Oro,826.73,$9.80 ,"$8,101.95 ","COFFEE COUNTY, RIO COFFEE",Oscar Edgardo Tinoco Madrid,1507 masl,Honduras,2019,"LA LEONA, CONCEPCION",Santa Barbara,"Thick body, creamy, viscous, molasses sweet, long aftertaste","Nutty, dark chocolate, black caramel, spicy, mango, vanilla, tobacco","Tartaric, subtle, structured",Washed,Pacas,16 mzns,,Honduras
172,15,88.14,Los Primos,992.08,$8.70 ,"$8,631.10 ",hankook coffee,Reynaldo Muñoz Lopez,1750 masl,Honduras,2019,"UNION SUYAPA, LAS VEGAS",Santa Barbara,"Long aftertaste, honey sweetness, Muscat, apricot, white peach, juicy finish","Milk chocolate, jasmine, floral, honey, cranberry, grape, peach, oats, orange","Complex, bright, malic, delicate, tartaric",Washed,Pacas,1.5 mzns,10 mzns,Honduras
173,16,87.96,Los Robles,992.08,$8.60 ,"$8,531.89 ",Kyokuto Fadie Corporation,Sergio Enamorado Moreno,1650 masl,Honduras,2019,"EL CEDRAL, LAS VEGAS",Santa Barbara,"Buttery body, long aftertaste, well rounded, red fruit, pink apple","Maple syrup, caramel, fruits, kiwi, butterscotch, peach, grape, brown sugar, berries","Citric, orange, malic, tartaric, crisp, sparkling, delicate",Washed,Pacas,0.5 mzns,1 mzns,Honduras
174,17,87.96,El Espejo,859.8,$10.10 ,"$8,683.98 ",Campos Coffee,Fredi Leonel Castellanos Hernandez, 1800 masl,Honduras,2019,"LOS ANDES, LAS VEGAS",Santa Barbara,"Creamy body, buttery, big body, dense, vanilla frosting","Caramel, Port wine, cotton candy, brown sugar, spice, cedar, plum, strawberries, nutmeg","Juicy, sour cherries, raspberry acidity, citric",Washed,Pacas,0.75 mzns, 1.5 mzns,Honduras
175,18,87.89,El Roble,"1,521.19",$8.30 ,"$12,625.88 ","Wataru & Co., Ltd.",Rosa Dimas Funez Macias,1600 masl,Honduras,2019,"LA PEÑITA, SAN SEBASTIAN.",Comayagua,"Juicy, structured, refreshing, effervescent, round, orange, mango","Raspberry tea, peach, blueberry, apricot, coconut, strawberry lemonade, red cherry","Bright, rounded, crisp, malic",Honey,,2 mzns,13 mzns,Honduras
176,19,87.89,El Sol,859.8,$9.60 ,"$8,254.08 ",Camel Step Roasters,Ariel Murcia Pinto,1450 masl,Honduras,2019," LA PEÑITA, CONCEPCION DEL SUR.",Santa Barbara,"Multidimensional, very complex, dry sweet coffee, lingering finish, complex","Honey, berries, tangerine, cinnamon, orange, caramel, herbal, floral, pear, molasses, brown sugar, raisins, plum","Complex, bright, citric, mandarin acidity, fine acidity, well structured, hibiscus and pomelo acidity",Anaerobic,Parainema,5 mzns,,Honduras
177,20,87.86,Moreno,925.94,$8.70 ,"$8,055.68 ","Wataru & Co., Ltd.",Pedro Moreno,1550 masl,Honduras,2019,"EL CEDRAL, LAS VEGAS",Santa Barbara,"As it cooled it mellowed, round body","Orange, red fruit jelly, orange marmalade, cotton candy, honey, milk chocolate, cedar, raspberry, hints of floral, brown sugar","Tartaric, balanced, complex, crisp",Washed,,1.5 mzns,12 mzns,Honduras
178,21,87.8,El Aguacate,793.66,$9.10 ,"$7,222.31 ",Wataru for OGAWA COFFEE,Donaldo Dubon Caballero,1700 masl,Honduras,2019,"Los Andes, Las vegas",Santa Barbara,"Good body, creamy body, good clarity","Honey, caramel, sweet chocolate, chocolate, orange, jam, nuts, berry, nectarine, apricot","Crisp, citrus, tartaric, bright",Washed,Pacas,6 mzns,6 mzns,Honduras
179,22,87.63,Bella Vista,"1,124.36",$8.40 ,"$9,444.62 ","Wataru & Co., Ltd",Alex Ramon Ponce Rodriguez,1750 masl,Honduras,2019,"Planes, Cabañas",La Paz,"Creamy mouthfeel, dense and rich","Tropical fruits, honey, bittersweet chocolate, berry, strawberry, cherry cola, sugar cane, brown spice, fresh tobacco","Malic, tartaric, bright, grapefruit",Washed,Catuai,2 mzns,2 mzns,Honduras
180,23,87.61,Choly,992.08,$8.60 ,"$8,531.89 ","Wataru & Co., Ltd",Williams Enrrique Gomez Maradiaga,1650 masl,Honduras,2019,"Planes, Comayagua",Comayagua,"Caramel, full body, syrupy, very sweet, honey sweetness","Chocolate, toffee, anise, spice, nutty, biscuit, ginger, whisky, lychee","Quick, but great, bubbly, effervescent",Washed,Parainema,2 mzns,10 mzns,Honduras
181,24,87.57,Liquidambar,992.08,$10.70 ,"$10,615.26 ",Brew92 Cafe & Roastery,Ma Nery Marquez Granados,1409 masl,Honduras,2019,"Las Acacias, Marcala",La Paz,"Cherry liquor, black pepper on dry fragrance, tannic finish","Strawberry, cocoa, red wine, molasses, grape, pineapple, dried fruits, guava, papaya, raisin, cola","Layered, tartaric, acetic",Natural,Bourbón,3.5 mzns,3.5 mzns,Honduras
182,25,87.5,Las Pilas,925.94,$8.70 ,"$8,055.68 ","Wataru & Co., Ltd",Nelson Omar Tinoco Madrid,1500 masl,Honduras,2019,"La leona, Concepción",Santa Barbara,"Crème brule, smooth, buttery, sweet aftertaste, long aftertaste, well balanced, banana body","Cinnamon, molasses, almond brown sugar, dark chocolate, grapefruit, caramel, rhubarb, sweet cherry","Bright, lime, malic",Washed,Pacas,4 mzns,4 mzns,Honduras
183,26,87.5,Los Chorritos,"1,289.70",$8.40 ,"$10,833.48 ","GSC International Co., Ltd.",Donulfo Midence,1444 masl,Honduras,2019,"El trapiche, Teupasenti",El Paraiso,"Floral, delicate, complex, full finish, balanced, mandarin, leaves a long impression","Floral, caramel, berry, honey, peach, chocolate, malt, stone fruits, apricot, peach tea","Malic, vibrant, juicy, mouthwatering acidity",Washed,Parainema,1 mzns,4.8 mzns,Honduras
184,27,87.46,Mira Valle,"1,157.43",$8.50 ,"$9,838.16 ","Wataru & Co., Ltd",Miroslav Cuculiza,1720 masl,Honduras,2019,"Guarlaca, Guaimaca",Francisco Morazan,"Honey, molasses, creamy body, brown sugar","Apple pie, jasmine, lemongrass, white peach, berry, caramel, earl grey tea, floral, orange","Lime, sharp, juicy, malic, sparkling",Washed,Catuai,10 mzns,10 mzns,Honduras
185,28,87.39,Cual Bicicleta,"1,421.98",$8.10 ,"$11,518.04 ",Honu Kato Coffee Inc.,Oscar Omar Alonzo Aguilar,1550 masl,Honduras,2019,"El Trapiche, Chinacla",La Paz,"Sweet finish, clean, creamy, improved","Floral notes, vanilla, honey, maple syrup, spices, brown sugar, jasmine, plum, melon","Orange, malic, citric, bright, crisp",Washed,Catuai,17 mzns,17 mzns,Honduras
186,29,87.21,Las Gemelas,892.87,$10.70 ,"$9,553.71 ",Fisher Coffee / Manner / Fishtank / Uncle G Coffee / il gatto coffee / Mingqian Coffee / Latorre & Dutch Coffee,Nely Suyapa Orellana Aguilar,1250 masl,Honduras,2019,"El hichozal, Corquín",Copan,"Pineapple, tamarind, silky, syrupy, pulpy","Sweet, wood, peanuts, spicy, cantaloupe, dark chocolate, cocoa, tobacco, liquor","Winey, papaya",Natural,,1.5 mzns,2 mzns,Honduras
187,30,87.16,Pacaya,859.8,$8.50 ,"$7,308.30 ",Food Service Ukraine,Santos Benito Godoy Ferrera,1290 masl,Honduras,2019,Moroceli,El Paraiso,"Juicy, thick mouthfeel, creamy, grainy, structured","Caramel, butterscotch, graham cracker, raspberry, cinnamon, molasses, green tea, cedar, tobacco, floral","Layered, citric, lime",Washed,Parainema,1 mzns,3.4 mzns,Honduras
188,1a,90.67,Finca Santa Lucia,330.69,$58.50 ,"$19,345.37 ",Orsir Coffee & Taiwan Roasters Network,Desarrollos Santa Lucia,1550,Honduras,2021,,,"Black Tea, Candy, Cherry, Lime, Long sweet","Jasmine (5), Floral (4), Black Tea (2), Lemon & Lime (2), Pineapple (2), Almond, Apricot, Bergamot, Brown Sugar, Candy, Coffee Blossom, Cracked pepper, Green plum, Hibiscus, Honey, Lemon, Lemon tea, Lemongrass, Lychee, Milk Chocolate, Orange, Orange Blossom, Passion Fruit, Peach, Pear, Raisin, Raspberry, Red Currant, Rose, Lychee, Tea Rose, Vanilla, Yellow peach","Citrus (2), Bright, Complex, Crisp, Green Apple, Jasmine, Peach, Rose, Sparkling, Tangy, Vibrant, White Grape",Washed,Gesha,,,Honduras
189,1b,90.67,Finca Santa Lucia,264.55,$59.00 ,"$15,608.45 ",Time’s Club & Coffee Libre,Desarrollos Santa Lucia,1550,Honduras,2021,,,"Black Tea, Candy, Cherry, Lime, Long sweet","Jasmine (5), Floral (4), Black Tea (2), Lemon & Lime (2), Pineapple (2), Almond, Apricot, Bergamot, Brown Sugar, Candy, Coffee Blossom, Cracked pepper, Green plum, Hibiscus, Honey, Lemon, Lemon tea, Lemongrass, Lychee, Milk Chocolate, Orange, Orange Blossom, Passion Fruit, Peach, Pear, Raisin, Raspberry, Red Currant, Rose, Lychee, Tea Rose, Vanilla, Yellow peach","Citrus (2), Bright, Complex, Crisp, Green Apple, Jasmine, Peach, Rose, Sparkling, Tangy, Vibrant, White Grape",Washed,Gesha,,,Honduras
190,2a,90.4,Platanares,330.69,$75.20 ,"$24,867.89 ",BIGFACE,Iris Dariela Carvajal Bonilla,1660,Honduras,2021,,,"Lemon tea, Lemon zest, Red Currant, Sweet & Sugary","Peach (3), Apricot (2), Black Tea (2), Blueberry (2), Red Apple (2), Tropical Fruit (2), Banana, Bergamot, Berry, Black Currant, Brown Spice, Brown Sugar, Caramel, Caramelized, Coffee Blossom, Cranberry, Golden syrup, Honey, Lemon peel, Lime, Melon, Pineapple, Prune, Salty, Star Fruit, Strawberry, Sweet, Yogurt","Acetic Acid, Astringent, Bright, Citrus Fruit, Fruity, Grapefruit, Green Grape, Juicy, Lemon, Malic Acid, Sparkling, Structured",Natural,Typica,,,Honduras
191,2b,90.4,Platanares,330.69,$75.10 ,"$24,834.82 ","NOZY COFFEE Co., Ltd",Iris Dariela Carvajal Bonilla,1660,Honduras,2021,,,"Lemon tea, Lemon zest, Red Currant, Sweet & Sugary","Peach (3), Apricot (2), Black Tea (2), Blueberry (2), Red Apple (2), Tropical Fruit (2), Banana, Bergamot, Berry, Black Currant, Brown Spice, Brown Sugar, Caramel, Caramelized, Coffee Blossom, Cranberry, Golden syrup, Honey, Lemon peel, Lime, Melon, Pineapple, Prune, Salty, Star Fruit, Strawberry, Sweet, Yogurt","Acetic Acid, Astringent, Bright, Citrus Fruit, Fruity, Grapefruit, Green Grape, Juicy, Lemon, Malic Acid, Sparkling, Structured",Natural,Typica,,,Honduras
192,3a,90.37,Los Pinos,264.55,$62.20 ,"$16,455.01 ",BIGFACE,Reniery Orlando Carvajal Guevara,1650,Honduras,2021,,,"Black Currant, Dark Chocolate","Floral (4), Caramel (2), Lemon (2), Mango (2), Apple, Apricot, Blueberry, Brown Spice, Brown Sugar, Cherry, Chocolate, Dark fruits, Dried Dates, Dried Fig, Green Grape, Green plum, Honey, Jasmine, Lemon tea, Mandarin Orange, Orange, Orange juice, Peach, Plum, Prune, Red wine, Stone Fruit, Sweet, Tropical Fruit, Vanilla, Very sweet","Malic Acid (2), Bright, Citric Acid, Citrus, Citrus Fruit, Maple Syrup, Multiple fruit acid, Red Apple, Sharp, Star Fruit, Tangy",Honey,Typica,,,Honduras
193,3b,90.37,Los Pinos,264.55,$62.00 ,"$16,402.10 ","NOZY COFFEE Co., Ltd",Reniery Orlando Carvajal Guevara,1650,Honduras,2021,,,"Black Currant, Dark Chocolate","Floral (4), Caramel (2), Lemon (2), Mango (2), Apple, Apricot, Blueberry, Brown Spice, Brown Sugar, Cherry, Chocolate, Dark fruits, Dried Dates, Dried Fig, Green Grape, Green plum, Honey, Jasmine, Lemon tea, Mandarin Orange, Orange, Orange juice, Peach, Plum, Prune, Red wine, Stone Fruit, Sweet, Tropical Fruit, Vanilla, Very sweet","Malic Acid (2), Bright, Citric Acid, Citrus, Citrus Fruit, Maple Syrup, Multiple fruit acid, Red Apple, Sharp, Star Fruit, Tangy",Honey,Typica,,,Honduras
194,4,90.17,El Sauce,628.32,$50.40 ,"$31,667.33 ",BIGFACE,Esteban Madrid Chávez,1500,Honduras,2021,,,"Cranberry, Umami","Lychee (3), Peach (3), Jackfruit (2), Berry, Berry jam, Black Cherry, Black Currant, Blackberry, Blueberry, Brown Spice, Brown Sugar, Candy, Clementine, Concord Grape, Cranberry, , Durian, Funky, Grapefruit, Honey, Hops, Jammy fruits, Mandarin Orange, Mango, Milk Chocolate, Molasses, Pear, Pineapple, Prune, Red Currant, Star Fruit, Strawberry, Tomato, Tropical Fruit, Wild, Yellow peach","Tropical Fruit (2), Bright, Cinnamon, Citrus, Citrus Fruit, Complex, Jammy, Lemon, Malic Acid, Peach, Red Apple, Red grapefruit",Washed,Pacas,,,Honduras
195,5,90.07,La Salsa,529.11,$50.50 ,"$26,720.06 ",Sarutahiko Coffee Inc.,Benjamin Paz Muñoz,1680,Honduras,2021,,,"Grapefruit, Lemon, Peel","Floral (4), Apricot (3), Honey (3), Jasmine (3), Lemongrass (3), Peach (3), Almond (2), Grapefruit (2), Black Pepper, Brown Sugar, Clementine, Dark Chocolate, Delicate, Lemon, Lemon tea, Lime, Muscat, Orange zest, Peel, Pineapple, Yellow peach","Citric Acid (2), Bright, Citrus, Citrus Fruit, Delicate, Jasmine, Lemon, Lemon & Lime, Lime, Malic Acid, Sharp, White Grape",Washed,Gesha,,,Honduras
196,6,90.07,El Carbonal,793.66,$29.20 ,"$23,174.87 ","Coffee Libre, Time’s Club",Irma Esther Madrid Villanueva,1550,Honduras,2021,,,"Lingering, Milk Chocolate, Red Currant, Roasted Almond","Black Currant (3), Apricot (2), Blueberry (2), Caramel (2), Cranberry (2), Grapefruit (2), Jackfruit (2), Peach (2), Tropical Fruit (2), Banana, Black Tea, Brown Spice, Cacao, Cinnamon, Cola, Dark Chocolate, Exotic, Funky, Herb-like, Hops, Jammy fruit, Jasmine, Lychee candy, Mandarin Orange, Orange, Raisin, Raspberry, Red Apple, Red Currant, Whiskey","Citrus (2), Malic Acid (2), Acetic Acid, Bright, Citrus Fruit, Complex, Tartaric, Tartaric acid, Tropical Fruit",Washed,Pacas,,,Honduras
197,7,89.57,El Rubí,992.08,$20.70 ,"$20,536.06 ","Spirit Animal Coffee, LLC, The ESPRESSO LAB, COFFEE BROS, Taf Coffee",Jeniffer Iveth Madrid Chavez,1400,Honduras,2021,,,"Brown Sugar, Orange","Apricot (2), Caramel (2), Clove (2), Floral (2), Honey (2), Red Apple (2), Black Currant, Black Tea, Brown Spice, Caramelized, Chamomile, Cola, Cranberry, Dark Chocolate, Figs, Grapefruit, Green plum, Hibiscus, Jasmine, Lemon tea, Mandarin Orange, Maple Syrup, Milk Chocolate, Molasses, Molasses Syrup, Muscat, Orange, Orange zest, Prune, Raspberry, Red Currant, Salted lemon, Star Fruit, Sweet & Sugary, Toffee, Tropical Fruit, Vanilla, Yogurt","Citric Acid (2), Citrus Fruit (2), Bright, Complex, Grapefruit, Lemon, Lemon & Lime, Lime, Mandarin Orange, Maple Syrup, Sparkling, Structured",Washed,Parainema,,,Honduras
