Unnamed: 0,Rank,COE_score,Farm,weight_(lbs.),High_bid,Total_value,Company,Farmer/Rep.,Altitude,Country,Year,City,Region,Coffee_characteristics,Flavor,Acidity,Process,Variety,Coffee Growing Area,Farm_size,country
168,6,89.08,Finca Leoncio,727.54,$15.80/lb,"$11,495.13 ",Terarosa (Haksan Co.Ltd),Manuel Antonio Barrantes Zuñiga,1600,Costa Rica,2019,"Cirri sur, Naranjo",VCO,"excelent sweetness, syrupy body","intense sweetness, raisins, dry apricot, dark mucavado sugar, orange, red orange, caramelized orange, cola, green apples and grape","structured, balanced, lactic, citric and tartaric",Natural,,3,3,Costa Rica
169,7,88.89,El Pino,"1,124.38",$10.60/lb,"$11,918.43 ","MUSEO Co.,LTD",Esteban Zamora Picado,1700,Costa Rica,2019,"San Marcos, Tarrazú",Tarrazú,"viscous body, green tea aftertaste","honey, cherry, ginger, spices, sweet cream, palm sugar, green apple, orange, blackberry","citric, orange peel",Honey,,25,37,Costa Rica
170,8,88.77,El Cañal,959.03,$33.10/lb,"$31,743.89 ",Fisher Coffee / Latorre & Dutch Coffee,Delmar Salas Alpízar,1200,Costa Rica,2019,"Volio, San Ramón, Alajuela",VCO,"creamy, very sweet, consitent, juicy body, round","cinamonn, raisin, mixed nuts, yogurt, pinapple, pumpkin spice, apple pie, sweet ginger, candy ginger, dusted cocoa, maple syrup, nutmeg","citric, malic, tartaric, complex, bright",Anaerobic,,6,8,Costa Rica
171,9,88.66,La Loma,760.61,$15.20/lb,"$11,561.27 ","May Forest Inc, DNU Coffee, Tippingpointcoffee, Jeju Koala Coffee, Bokkum Coffee Roasters, CAFFEOL coffee rosters, Cafe Migok square 3.5",Hector Bonilla Cruz,1950,Costa Rica,2019,Leon Cortes Llano Bonito,Tarrazú,"tranparent, elegant, viscous, balanced","honey, cherry, milk chocolate, vanilla, cocoa, dark berries, molasses, candy, grapefruit, black cherries,","sweet orange, tartaric,",Honey,Gesha,4,4,Costa Rica
172,10,88.52,El Paraíso,"1,058.24",$16.10/lb,"$17,037.66 ","Wataru & Co., Ltd.",Omar Calderón Madrigal,1900,Costa Rica,2019,"Dota, Santa María",Tarrazú,"complex, tranparent and delicate, tea like","jazmin, florar, tropical, creamy, white tea, passion fruit and coconut, white peach, watermelon","well structured, crisp, tartaric, malic, red apple like, leading to high intensity",Washed,Gesha,7,7,Costa Rica
173,11,88.44,Finca Chispita,"1,124.38",$12.00/lb,"$13,492.56 ",Atomic Coffee Roasters,Carlos Eduardo Barrantes Zuñiga,1500,Costa Rica,2019,"Naranjo, Cirri, Lourdes",VCO,"intensive sweet flavors, juicy mouthfeel,","chocolate, berries, passion fruit, tropical and black fruits, vanilla ice cream, peach, driy fig, caramel,","lemon lime, citric, malic, soft",Natural,,2,3,Costa Rica
174,12,88.3,Sin Límites,"1,091.31",$14.00/lb,"$15,278.34 ",Terarosa (Haksan Co.Ltd),José Jaime Cárdenas Rojas,1500,Costa Rica,2019,"Naranjo, Lourdes de Cirrí.",VCO,"creamy mouthfeel, silky","almond, chocolate, sweet lemon, mollases, raisin brown sugar, peach, lemon, melon, black tea, golden raisin, rose water, pink lemonade, greek honey, grapefruit","citric and tartaric, sparkling, complex, bright, high intensity",Honey,,17,20,Costa Rica
175,13,88.28,El Encino,"1,091.31",$11.90/lb,"$12,986.59 ",Sulalat Coffee Trading,Esteban Zamora Picado,1700,Costa Rica,2019,"San Marcos, Tarrazú",Tarrazú,"dense silky body, viscous","dry fruits, fig, raisin, candy, black fruits, lemongrass, spices, juicy, milk chocolate, mango peach, passion fruit, lingering sweetnes, cocoa aftertaste, jazmin","elegant, citric, integrated",Natural,,10 MANZANAS,30 MANZANAS,Costa Rica
176,14,88.2,Edgar,"1,058.24",$11.60/lb,"$12,275.58 ","Wataru & Co., Ltd.",Bernabe Aguilera Gonzales,1680,Costa Rica,2019,"Naranjo, San Jeronimo",VCO,"creamy body, silky","cherries, tropical fruits, peach, caramel, orange, berries, passion fruit, spices, red berries,","complex acidity, lactic acidity, bright, tart",Honey,,3,33931.80 metros cuadrados,Costa Rica
177,15,88.08,Finca Flor De Café,925.96,$12.00/lb,"$11,111.52 ",Campos Coffee,Karla Dayanna Barrantes Molina,1500,Costa Rica,2019,"Naranjo, Cirri, Lourdes",VCO,"good body, creamy, viscous","tropical fruit, caramel, sweet, grapefruit, honey, caramel, sweet lemon, blackberries, rhubarb, red berries tea","tartaric, dimensional, complex, structured, persisten, sparkling",Washed,,2,2,Costa Rica
178,16,87.95,Don Mayo los Tucanes,992.1,$11.90/lb,"$11,805.99 ","THE DRIP CO.,LTD",Luis Pablo Bonilla Solis,1750,Costa Rica,2019,Leon Cortes Llano Bonito,Tarrazú,lingering after taste,"dark chocolate, honey comb, juicy, bright, orange, stawberries, caramel, brown sugar, sugar cane, syrup and juicy","complex lactic, yougurt, red grapes, citric",Honey,Gesha,3,5,Costa Rica
179,17,87.92,Dragón,"1,058.24",$12.10/lb,"$12,804.70 ",Camel Step Roasters,Oscar Adolfo Monge Ureña,1500,Costa Rica,2019,Aserrí; La Legua. Parritilla,Tarrazú,"creamy and butter mouthfeel, vanilla aftertaste, long finish, round mouthfeel","hazelnut, cacao nibs, icecream, blackberries, green apple, lemon tea, cherries, brown spices, stonefruit, grapefruit,","tartaric,",Natural,Catuai,2,9,Costa Rica
180,18,87.86,Las Nubes,760.61,$12.90/lb,"$9,811.87 ",List+Beisler GmbH/Zarraffa’s/D’Angelo,Roger Ureña Hidalgo,2050,Costa Rica,2019,Santa María de Dota,Tarrazú,"balanced, candy like mouthfeel, chewy, smooth","mellow floral, cookies, peach, jazmin, fruity, chocolate, lime, hazelnut, white peach,baked pear","sweet lemon, citric, sweet orange",Anaerobic,,1,1,Costa Rica
181,19,87.75,Doña Nina,"1,157.45",$9.00/lb,"$10,417.05 ","Wataru & Co., Ltd.",Cafe Gourmet de Tobosi S.A.,1450,Costa Rica,2019,"El Guarco, Tobosi",Tarrazú,"long and sweet aftertaste, resinous","mango, passion fruit, fruit tea, green apple, phosphoric, panella, vanilla cake, soursop, plum","complex, bright, tartaric, winey",Natural,,3,14.2,Costa Rica
182,20,87.75,El Bambú,"1,058.24",$10.10/lb,"$10,688.22 ","Wataru & Co., Ltd.",ISABEL ROJAS GONZÁLEZ,1600,Costa Rica,2019,"Pérez Zeledón, Rivas",PZ,creamy,"Vanilla, syrup, caramel apple, green florals, hazelnut, grapes, cacao nibs, watermellon, honey suckle","citric, tartaric, black grape like",Natural,,10 MANZANAS,10 MANZANAS,Costa Rica
183,21,87.69,EL ALTO,"1,124.38",$8.30/lb,"$9,332.35 ",WATARU for NOZY COFFEE,LUIS ENRIQUE NAVARRO PORRAS,1900,Costa Rica,2019,"DOTA, JARDIN",Tarrazú,"creamy, round mouthfeel","brown spices, anis, dark berries, umami, red grapes, honey, mango , tamarinde, cascara, pear","lemon/lime, malic, tartaric,",Honey,,4.2,6.5,Costa Rica
184,22,87.69,Don Mayo El LLano,959.03,$9.00/lb,"$8,631.27 ","Wataru & Co., Ltd.",Josue Bonilla Solis,1850,Costa Rica,2019,Leon Cortes Llano Bonito,Tarrazú,"well structred, fudge like, thick","lemon barley, apple, honey, lemon, elderflower tea, fresh pine, lingering sweetness, black grape, dark berry notes","sparkling champagne acidity, malic",Honey,Gesha,15,206174.34 metros cuadrados,Costa Rica
185,23,87.61,Don Mayo Las Nubes,992.1,$9.00/lb,"$8,928.90 ","Wataru & Co., Ltd.",Maria Auxiliadora Bonilla Solis,1700,Costa Rica,2019,Leon Cortes Llano Bonito,Tarrazú,"elegant, silky mouthfeel","intense fruity notes, black sugar, molasses, mango, passion fruit, honey, vanilla, cacao nib","complex acidity, citric tartaric, grape like",Honey,,Toda,2 manzanas y media,Costa Rica
186,24,87.58,La Laguna,"2,314.90",$10.20/lb,"$23,611.98 ","Time’s Club, Coffee Libre, Valley Coffee Roasters",Jorge Mario Araya Mora,1800,Costa Rica,2019,"Cantón Tarrazú, distrito San Marcos.",Tarrazú,"long aftertaste, consitent, silky mouthfeel, smooth, syrupy","peach, honey, sugar cane, grapes, milk chocolate, coconut milk, vanilla, dry dates,","citric, sweet lemon",Honey,,30,200,Costa Rica
187,25,87.5,El Centro,"1,058.24",$12.30/lb,"$13,016.35 ",Fisher Coffee / Latorre & Dutch Coffee,Teneria Pirro Antonio Gomez LTDA,1600,Costa Rica,2019,"Heredia, San Rafael, Getsemani",VC,buttery mouthfeel,"lemon honey tea, ginger bread, orange, caramel,","citric and bright, sweet lemon",Natural,Gesha,1,1,Costa Rica
188,26,87.44,La Union Pedro,760.61,$10.90/lb,"$8,290.65 ",Ecom Japan Limited,Maria Elena Camacho Morales,1500,Costa Rica,2019,Concepcion de San Rafael de Heredia,VC,"creamy, pumpkin aftertaste, well balanced, juicy body","caramel, vanilla, cherry, choclate, brown sugar, honey almond, prunes, black peaches, mandarine, peach, maple syrup, hibiscus","bright acidity, citric",Honey,,14,16,Costa Rica
189,27,87.38,Don Mayo el Cedral,"1,025.17",$11.60/lb,"$11,891.97 ",Fisher Coffee / Latorre & Dutch Coffee,Hector Bonilla Cruz,1850,Costa Rica,2019,Tarrazu San Marcos,Tarrazú,"long and smooth aftertaste, creamy, lactic round mouthfeel","lemon, peach, caramel, jazmin, green apple, vanilla, lychee, apricort candy, dry fig","lactic, citric, complex, orange acidity, positive tanic acidity",Honey,Gesha,5,6,Costa Rica
190,28,87.28,Toño,"1,058.24",$11.20/lb,"$11,852.29 ",Brew92 Cafe & Roastery,Erasmo Aguilera Gonzales,1480,Costa Rica,2019,"Naranjo, San Jeronimo",VCO,"creamy, high intensity, round, lingering dark chocolate finish","sweet, grape, cherry honey, apricot, caramel, sugar cane, pinapple, molasses, orange pinapple, tobacco leaves","tartaric, structured, bright",Honey,,19,25.6,Costa Rica
191,1a,90.27,Don Mayo La Loma,396.83,$66.90 ,"$26,547.93 ","Maruyama Coffee, Thoth Coffee, Cometeer, Mesh Coffee, Snow Beans Coffee, Orsir Coffee( Taiwan)",Josue Bonilla Solis,1950,Costa Rica,2020,,Tarrazú,"Candied Sweetness, Jasmine, Berry Gummy Candy, Jasmine, Pineapple, Red Currant, Marzipan, Tropical Fruits, Stone Fruits, Lychee, Muscat, Rose, Floral, Apricot, Mango, Fruits Candy, Honey, Floral, Cinnamon, Strawberry, Muscat","Intense Acidity, Orange Acidity, Soft, Orange, Complexed Fruits Acidity, Citric, Malic, Bright And Crisp","Well Balanced, Bergamot, Juicy, Sweet, Well Balanced, Delicate, Soft, Elegant, Complex, Juicy, Syrupy, Long Aftertaste, Peach Melon",Honey,Gesha,,,Costa Rica
192,1b,90.27,Don Mayo La Loma,396.83,$70.10 ,"$27,817.78 ",Fisher Coffee / 北京六月花园咖啡 / MANNER COFFEE (China) / Seng Pan Coffee International Ltd.誠品咖啡 / Taster’s Coffee / 广州犀咖烘焙有限公司 / 领地 La Finca / 弥翼 / Latorre & Dutch Coffee (China),Josue Bonilla Solis,1950,Costa Rica,2020,,Tarrazú,"Candied Sweetness, Jasmine, Berry Gummy Candy, Jasmine, Pineapple, Red Currant, Marzipan, Tropical Fruits, Stone Fruits, Lychee, Muscat, Rose, Floral, Apricot, Mango, Fruits Candy, Honey, Floral, Cinnamon, Strawberry, Muscat","Intense Acidity, Orange Acidity, Soft, Orange, Complexed Fruits Acidity, Citric, Malic, Bright And Crisp","Well Balanced, Bergamot, Juicy, Sweet, Well Balanced, Delicate, Soft, Elegant, Complex, Juicy, Syrupy, Long Aftertaste, Peach Melon",Honey,Gesha,,,Costa Rica
193,2a,90.14,El Cedro,462.97,$45.20 ,"$20,926.24 ",Kyokuto Fadie Corporation,Johel Monge Naranjo,1900,Costa Rica,2020,,Tarrazú,"Lemongrass, Bergamot, Rum, Bergamot, Floral, Red Candy, Red Currant, Blackcurrant, Floral, Sugar Cane, Jasmine, Watermelon, Muscat, Floral, Honey, Orange, Cinnamon, Floral","Crisp, Citric, Orange, Lemon, Complexed Fruits Acidity, Citric, Green Apple, Malic, Bright, Citric","Jasmine, Honey, Very Sweet, Velvety Mouthfeel, Long Aftertaste, Round Mouthfeel, Brown Sugar",Honey,Typica,,,Costa Rica
194,2b,90.14,El Cedro,462.97,$45.20 ,"$20,926.24 ",Hisashi Yamamoto Coffee INC. (Unir),Johel Monge Naranjo,1900,Costa Rica,2020,,Tarrazú,"Lemongrass, Bergamot, Rum, Bergamot, Floral, Red Candy, Red Currant, Blackcurrant, Floral, Sugar Cane, Jasmine, Watermelon, Muscat, Floral, Honey, Orange, Cinnamon, Floral","Crisp, Citric, Orange, Lemon, Complexed Fruits Acidity, Citric, Green Apple, Malic, Bright, Citric","Jasmine, Honey, Very Sweet, Velvety Mouthfeel, Long Aftertaste, Round Mouthfeel, Brown Sugar",Honey,Typica,,,Costa Rica
195,3,89.55,Don Cayito,"1,058.21",$35.20 ,"$37,248.99 ","MUSEO Co., Ltd. // Songdo Coffee // ABRI COFFEE FACTORY // Marty’s Coffee // TXT Coffee (.txt) // Cygnus Coffee // liike coffee",Luis Ricardo Calderon Madrigal,1850,Costa Rica,2020,,Tarrazú,"Quince, Jasmine, White Chocolate, Apricot, Red Apple, Jasmine, Prune, Milk Chocolate, Cherries, Brown Sugar, Muscat, Lychee, Peach, Apricot, Honey, Floral, Orange Jam, Cinnamon, Floral, Muscat, Peach","Elegant, Orange Acidity, Citric, Complexed Fruits Acidity, Citric, Sweet, Bright","Grape Juice, Blueberry, Improved As Cooled, Sweet, Caramelly, Balanced, Improved As It Cooled, Creamy Mouthfeel, Smooth, Creamy, Long Aftertaste, Round Mouthfeel,",Washed,Gesha,,,Costa Rica
196,4,89.18,FCJ Volcan Azul El Cedro,793.66,$32.00 ,"$25,397.10 ",ONYX COFFEE LAB,Fernando Castro Jimenez,1600,Costa Rica,2020,,Occidente,"Grilled Pineapple, Boysenberry, Blackberry, Red Fruits, Jackfruit, Black Currant, Raspberries, Prunes, Passionfruit, Strawberry Jam, Floral, Kiwi, Cranberry, Winey, Apricot, Rum, Blueberry","Complexed Fruits Acidity, Complex, Citric","Honey, Syrupy, Sassafras, Well Balanced, Lively, Super Clean, Bright Finish, Elegant, Creamy Mouthfeel, Full Body, Red Wine, Round",Anaerobic,SL 28,,,Costa Rica
197,5,89.14,Santa Teresa,925.93,$25.10 ,"$23,240.84 ",Terarosa (Haksan Co. Ltd),Roger Ureña Hidalgo,2000 msnm,Costa Rica,2020,,Tarrazú,"Merlot, Earl Grey, Grape Kool-Aid, Red Apple, Candy, Red Florals, Cloudberry, Strawberry, Mango, Jasmine, Muscat, Sugar Cane Juice, Black Pepper, Cranberry Juice, Honey, Strawberry Caramel, Lime,","Lime, Complex, Citric, Bright","Black Currant, Berries, Milk, Sweet, Creamy, Powerful Aroma, Lively, Round Mouthfeel, Long Aftertaste, Juicy",Natural,Gesha,,,Costa Rica
198,6,88.66,Finca Ines,992.07,$22.10 ,"$21,924.75 ",Curve Specialty coffee Roastery,Cooperativa Agrícola Industrial R.L,1650msnm,Costa Rica,2020,,Occidente,"Blood Orange, Lemon Curd, Watermelon, Red Jelly Beans, Cranberry, Milk Choc, Candy, Chocolate, Dark Red Berries, Caramel, Cacao Nibs, Red Wine,, Sesame, Green Apple, Berry, Lemongrass, Apricot, Cinnamon Red Wine","Malic, Citric, Tartaric","Guava, Oolong, Big Impact, Big Fidelity, Sweet, Dark Chocolate, Mint",Natural,Gesha,,,Costa Rica
199,7,88.59,Emanuel,925.93,$19.10 ,"$17,685.26 ",Campos Coffee,Jose Jaime Cardenas Rojas,1500mtrs,Costa Rica,2020,,Occidente,"Chocolate, Honey, Spice, Raspberry, Organic Cola, Fine Chocolate, Honey, Red Apples, Lemon Cake, Cinnamon, Plum, Strawberry, Red Apple, Dried Fruits, Milk Chocolate, Fruits Candy, Brown Sugar Orange Lime","Malic, Citric","Cascara, Refined, Sparkling, Lively, Very Sweet, Mellow, Complex, Sweet Finish, Sugarcane, Round Mouthfeel",Natural,KENYA,,,Costa Rica
200,8,88.57,Finca Tacacal,"1,388.90",$16.10 ,"$22,361.29 ","THE DRIP CO., LTD. / AGCOFFEE / RYANS COFFEE ROASTERS / KONGGAGE COFFEE",Erasmo Aguilera Gonzalez,1200,Costa Rica,2020,,Occidente,"Lemongrass, Fudge Brownie, Nectarine, Jasmine, Apricot, White Chocolate, Lemonade, Floral, White Peach, Keemun Tea, Lychee, Orange Peel, Passionfruit, Black Pepper, Cinnamon, Herbal, Cinnamon, Muscat, Floral Grape Fruits","Lemon Acidity, Citric, Lemon, Tartaric And Malic, Citric, Malic, Bright And Crisp","Concord Grape, Honeysuckle, Creamy, Long Aftertaste, Round Mouthfeel",Honey,Gesha M2,,,Costa Rica
201,9,88.55,Agua y Manto,661.38,$20.11 ,"$13,300.35 ",Sarutahiko Coffee Inc.,Iván Daniel Gutierrez Ureña,2000,Costa Rica,2020,,Tarrazú,"Black Tea, Lime, Mango, Brown Sugar, Pear, Maple Syrup, Blueberry Yoghurt, Plum, Orange, Jasmine, Cheery, Watermelon, Lemon, Lemongrass, Cinnamon, Floral, Peach,","Lime, Lemon, Malic And Tartaric, Malic, Citric, Bright","Lemongrass, Marzipan, Rounded, Smooth, Juicy Finish, Creamy Mouthfeel, Bright, Complex, Sugarcane, Almond, Round Mouthfeel",Honey,Gesha,,,Costa Rica
202,10,88.5,La Isla,"1,190.48",$16.20 ,"$19,285.78 ",Kaffebrenneriet As,Jiménez y Padilla Sociedad Anínima,1560 msnm,Costa Rica,2020,,Occidente,"Berries, Green Apple, Orange, Honey, Caramel, Jaffa, Papaya, Lemon Tea, Watermelon, Strawberry Jam, Mango, Jasmine, Milk Chocolate, Orange, Juicy, Hibiscus, Honey, Orange, Mandarin Orange","Citric, Malic, Green Apple, Tartaric And Malic, Malic, Bright","Sugar Candy, Well Rounded, Super Clean, Transparent, Clean, Well Balance, Syrupy, Smooth Mouthfeel,",Honey,Kenia SL28,,,Costa Rica
203,11,88.23,Finca Licho,"1,058.21",$15.00 ,"$15,873.15 ",Blooms Ltd,Bernabe Aguilera Gonzalez,1500,Costa Rica,2020,,Occidente,"Jasmine, Raisin, Cascara, Blood Orange, Toffee, Mandarin, Jaffa, Juicy Peach, Caramel ,Honey, Black Tea, Green Apple, Floral, Juicy, Minty, Dried Fruits, Honey, Brown Sugar, Peach, Floral","Tartaric, Malic, Citric, Bright","Apricot Juice, Sweet, Big Body, Consistency, Sugar Cane Tea Like, Round Mouthfeel",Anaerobic,San Roque,,,Costa Rica
204,12,88,Volcan Azul Cipresal,793.66,$25.60 ,"$20,317.70 ",Sulalat Coffee Trading,Fernando Castro Jimenez,1650,Costa Rica,2020,,Occidente,"Grape Juice, Jasmine, Green Fig, Red Currant, Strawberry, Butterscotch, Honey, Ripe Cherries, Plum, Blackcurrant, Melon Soda, Floral, Lime, Cedar, Cocoa, Chocolate, Apricot, Orange, Muscat","Lime, Tartaric, Citric, Malic, Bright And Crisp, Citric","Wine-Like, Lingering Aftertaste, Creamy Mouthfeel, Minty, Round Mouthfeel",Anaerobic,Gesha,,,Costa Rica
205,13,87.95,Finca Dagoberto,760.59,$19.90 ,"$15,135.74 ",Terarosa (Haksan Co. Ltd),Dagoberto Aguilera Gonzáles,1550,Costa Rica,2020,,Occidente,"Melon, Caramel, Tamarind, Fudge, Molasses, Cherry, Cherries, Peach, Dark Chocolate, Apple, Cherry, Black Tea, Peach, Stone Fruits, Caramel, Tea-Like, Caramel, Bright Citric, Orange","Complex Acidity, Lemon, Malic, Malic, Juicy, Bright Crisp","Herbal, Grape, Sugar Candy, Sweet, Fudgy, Creamy, Long Finish, Smooth, Sweet Chocolate, Smooth Mouthfeel, Long Aftertaste",Honey,KENYA SL28,,,Costa Rica
206,14,87.86,Sin Limites,793.66,$19.20 ,"$15,238.27 ","Tri-Up Coffee, Taster’s Coffee 饕選咖啡, Good Cup Coffee",Maybel Barrantes Zuñiga,1500 mts,Costa Rica,2020,,Occidente,"Cocoa, Molasses, Stone Fruit, Brown Sugar, Honey, Strawberry, Orange, Strawberries, Chocolate, Honey, Apple, Berries, Orange, Grapefruits, Lime, Chocolate, Chocolate, Caramel, Lime","Complex Acidity, Lime, Citric And Malic, Citric, Malic, Citric, Bright","Almond, Rounded, Super Transparent, Delicate, Long Aftertaste, Well Balanced, Super Sweet, Syrupy Mouthfeel, Bright Coffee, Brown Sugar Peach,",Anaerobic,kenia,,,Costa Rica
207,15,87.82,Quebrada Grande,925.93,$17.10 ,"$15,833.40 ",AL QAHWA AL ARABIAH,María Lizeth Calderón Castillo,1800MSNM,Costa Rica,2020,,Tarrazú,"Pear, Peaches And Cream, Wild Honey, Toffee, Caramel, Plum, Purple Fruits, Milk Chocolate, Almond Milk, Honey, Pineapple, Mango, Plum, Orange, Honey, Tropical Fruits, , Citric, Apricot, Lime","Meyer Lemon Acidity, Malic, Tartaric Acid, Lemon, Lime, Malic, Bright","Papayas, Floral, Smooth, Balanced, Creamy, Tropical, Very Sweet, Aromatic, Well Balanced, Green Apple, Dark Chocolate",Washed,KENYA SL28,,,Costa Rica
208,16,87.77,Finca La Ladera,"1,058.21",$15.10 ,"$15,978.97 ","Bohemian (An-am), ESCUDO Coffee",Francisco Alejandro Mena Vilchez,1675 msnm,Costa Rica,2020,,Occidente,"Nectarine, Nougat, Honeydew, Tangerine, Jasmine, Rose, Lime, Chocolate, Lemon, Red Orange, Peach, Orang, Floral, Milk Chocolate, Stone Fruits, Honey, Orange, Caramel, Brown Sugar","Citric, Malic, Tartaric, Bright","Sweet, Well Balanced, Cocoa, Bright, Improved As It Cooled, Good Balance, Round, Smooth, Syrupy, Smooth Mouthfeel, Tea-Like",Washed,San Roque,,,Costa Rica
209,17,87.73,Finca Chispita,"1,058.21",$15.20 ,"$16,084.79 ","Wataru & Co., Ltd.",Carlos Eduardo Barrantes Zúñiga,1500 metros,Costa Rica,2020,,Occidente,"Orange, Tobacco, Caramel, Honey, Red Berry, Red Fruit, Sugar Cane, Blueberries, Green Apple, Blackberry, Brown Sugar, Caramel, Milk Chocolate, Brown Sugar, Brown Sugar, Sweet Lime","Malic, Bright Citric","Little Smoky, Sweet, Full Body, Lively, Long Lingering Aftertaste, Very Sweet, , Round Mouthfeel, Caramel",Honey,Kenya,,,Costa Rica
210,18,87.64,Doña Clemencia,"1,058.21",$17.00 ,"$17,989.57 ",Camel Step Roasters,Juan Ramon Alvarado Rodrigues,1350 msnm,Costa Rica,2020,,Central,"Pear, Tropical Fruits, Lemon, Green Apple, Floral, Dark Chocolate, Floral, Tangerine, Jasmine, Apple, Peach, Stone Fruits, Herb, Floral, , Caramel, Sweet Plum Orange Peel","Malic, Citric, Bright","Brandy, Dried Papaya, Juicy, Transparent, Delicate, Soft, Muscat, Transparent, Smooth",Anaerobic,Gesha,,,Costa Rica
211,19,87.59,Los Manantiales,"1,058.21",$15.10 ,"$15,978.97 ",Kyokuto Fadie Corporation,Alturas de Lourdes P.D.E. S.A.,1650 msnm.,Costa Rica,2020,,Occidente,"Bakers Chocolate, Cherry, Macadamia Nut, Caramel, Berry, Dried Fruits, Tangerine, Sugar Cane, Plum, Red Apple, Black Tea, Brown Sugar, Minty, Herbal, Milk Chocolate, Honey, Sweet Lime, Brown Sugar","Malic, Citric Bright","Tamarind, Tangy, Sweet, Soft, Bright Acidity, Round Mouthfeel, Long Aftertaste",Washed,San Roque.,,,Costa Rica
212,20,87.5,La Cumbre,"1,058.21",$14.10 ,"$14,920.76 ","Wataru & Co., Ltd.",Hearty Coffee Sociedad,1600,Costa Rica,2020,,Occidente,"Butterscotch, Sweet Cream, Pomegranate, Choc Fudge, Red Apple, Molasses, Tea-Like, Cantaloupe, Cherry, Orange, Chocolate, Chocolate, Cocoa, Plum, Caramel, Sweet Chocolate,","Lime Acidity, Malic Acid, Tartaric, Orange, Lemon, Bright","Molasses, Improved As Cooled, Well Rounded, Big Body, Creamy, Soft, Juicy, Syrupy Mouthfeel, Juicy, Brown Sugar, Sugarcane, Juicy",Washed,San Roque Kenia,,,Costa Rica
213,21,87.36,Don Jose,"1,058.21",$15.20 ,"$16,084.79 ",澳帝焙咖啡 / 李想咖啡 / GO TO COFFEE / Small Arms Big Heart 有容乃大 / TURNING POINT coffee roastry / Latorre & Dutch Coffee (China),Juan Ramon Alvarado Rodrigues,2050 mnsm,Costa Rica,2020,,Tarrazú,"Jasmine, Pineapple, Bergamot, Pineapple, Green Grape, Red Candy, Jasmine, Milk Chocolate , Nougat, Almond, White Wine, Floral, Minty, Herbal, Cherry, Floral, Sweet Melon Orange Peel","Juicy, Malic And Tartaric, Citric, Citric Bright","Piney, Very Sweet, Well Balanced, Smooth,",Natural,Gesha,,,Costa Rica
214,22,87.32,Don Mayo Bellavista,859.79,$26.20 ,"$22,526.50 ",Camel Step Roasters,Josue Bonilla Solis,1950,Costa Rica,2020,,Tarrazú,"Cherry, Ginger Snaps, Gummy Bears, Savory, Red Candy, Cola, Passionfruit, White Peach, Blueberries, Muscat, Peach, Lychee, Chocolate, Lemon, Apricot, Brown Sugar","Lactic, Citric Acid, , Malic And Tartaric, Citric, Bright, Malic","Sweet, Delicate, Long Aftertaste, Rough, Green Apple, Syrupy, Smooth Mouthfeel",Anaerobic,catuai rojo,,,Costa Rica
215,23,87.32,Hacienda Colima,793.66,$18.00 ,"$14,285.88 ",Curve Specialty coffee Roastery,Alejo Castro Kahle,1350,Costa Rica,2020,,Central,"Leather, Blueberry, Strawberry, Brown Spice, Cola, Blackcurrant, Lemon Tart, Jasmine, Caramel, Floral, Lychee, Cinnamon, Not Clean, Citrus Fruits, Apricot, Peach, Melon","Lime, Tartaric, Citric, Malic, Bright Citric","Dark Cherry, Sugar Cane Juice, Soft, Clean, Smooth Mouthfeel,",Anaerobic,Typica,,,Costa Rica
216,24,87.25,La Mesa,793.66,$20.10 ,"$15,952.57 ",Wataru for Nozy Coffee,Luis Enrique Navarro Granados,1850,Costa Rica,2020,,Tarrazú,"Plum, Berry, Rum Raisin, Blueberry, Blackcurrant, Cheesy, Blood Orange, Blueberries, Pineapple, Butterscotch, Pear Compote, Floral, Mango, Chocolate, Pineapple, Apricot","Lemon Acidity,Tangy, Citric, Citric","Cherry, Blackberry, Vanilla Ice Cream, Blue Berries, Process Heavy, Unbalanced, Transparent, Buttery Mouthfeel, , Round Mouthfeel, Syrupy",Honey,Typica,,,Costa Rica
217,25,87.23,La Cuesta – Finca Zapote,"1,256.62",$14.60 ,"$18,346.65 ","Wataru & Co., Ltd.",Marlene Brenes Morera,1600msnm,Costa Rica,2020,,Occidente,"Fudge, Tamarind, Blackcurrant, Caramel, Red Apple, Milk Chocolate, Floral, Sugar Cane, Floral, Grapefruit, Red Cheery, Walnut, Tea-Like, Brown Sugar, Caramel, Caramel, Apricot,","Lime, Citric And Tartaric, Malic, Tartaric, Bright","Heavy Body, Nice Sweetness, Big Body, Transparent, Long Finish, Chocolate, Smooth",Honey,PACAMARA - ANACAFE 14,,,Costa Rica
218,26,87.05,Hacienda Colima Alto,793.66,$15.20 ,"$12,063.63 ",居家咖啡/ 上海宇啡 / 隔壁工坊 / ARC Coffee 星门咖啡 / SUNUO Coffee 速诺咖啡 / Coffee Era Trading 咖纪贸易,Alejo Castro Kahle,1400,Costa Rica,2020,,Central,"Boysenberry, Jasmine, Plum, Brown Sugar, Cola, Floral, Golden Raisins, Milk Chocolate, Floral, Orange, Apple, Toffee, Raisin, Molasses, Apricot Peach, Lime","Lemon, Citric And Malic, Citric, Malic, Bright","Cherries, Sweet, Smooth, Very Sweet, Tea-Like, Brown Sugar",Honey,Gesha,,,Costa Rica
