Unnamed: 0,Rank,COE_score,Farm,weight_(lbs.),High_bid,Total_value,Company,Farmer/Rep.,Altitude,Country,Year,City,Region,Coffee_characteristics,Flavor,Acidity,Process,Variety,Coffee Growing Area,Farm_size,country
99,11,88.24,Doña Ileana 2017,,$12.30/lb,"$18,303.75 ","Dabov Specialty Coffee, Mad for COE( LaB Coffee, Cafe Gather, Gee Coffee Roasters, Grand Gru, Della Cassa, Marigold Coffee Lab, RYANS COFFEE ROASTERS)",Cesar Felipe Rodriguez Villalobos,,Costa Rica,2017,-,Valle Occidental,"delicate, syrupy, velvety, complex, well balanced","lime, raspberry strawberry sugar sweet orange red apple honey cassis, winey sugar cane, grape,",citric. malic/tartaric and acetic combined,Natural,caturra,,5,Costa Rica
100,12,88.09,Flor de Café 2017,,$14.09/lb,"$15,376.14 ",Terarosa (Haksan Co.Ltd),Carlos Eduardo Barrantes,,Costa Rica,2017,-,Valle Occidental,"smooth, lasting sweetness, zesty, wine like finish","green apple, apricot, peach, stone-fruit vanilla, pineapple, cinnamon, cacao, lemon, lime, brown sugar, butter, orange, hibiscus, plum","citric, malic, complex, delicate, juicy",Washed,Kenya SL 28,,2,Costa Rica
101,13,87.91,Finca Leoncio 2017,,$12.17/lb,"$18,512.64 ",Campos Coffee,Manuel Barrantes Zuñiga,,Costa Rica,2017,-,Valle Occidental,"creamy, clean, heavy body, very long finish","rum, honeycomb, tangerine, peach, green apple, orange, caramel, floral","citric, malic, bright,",Washed,SL-28,,4,Costa Rica
102,14,87.82,Las Nubes 2017,,$12.05/lb,"$12,751.43 ","Wataru & Co., Ltd",Adriana Fallas Venegas,1675-1800 meters above sea level,Costa Rica,2017,-,Tarrazú,"coating, heavy body,","grape, strawberry, plum, perfumy, honey, vanilla, lactic","lactic, malic",Honey,Bourbón,,1,Costa Rica
103,15,87.79,LA MONTAÑA 2017,,$11.70/lb,"$19,345.36 ","Wataru & Co., Ltd",MARCO V. ARRIETA BRENES,,Costa Rica,2017,-,Valle Occidental,"creamy, raspberry,","honey, mandarin, caramel, pear, blueberry,","citric and malic, juicy,",Washed,Catui,,"5,7",Costa Rica
104,16,87.79,EL BOSQUE 2017,,$17.00/lb,"$23,049.11 ",Sulalat Coffee Trading,MARLENE BRENES MORERA,,Costa Rica,2017,-,Valle Occidental,"silky, clear, creamy","cherry, wine, grape, grapefruit, brown sugar, plum, peach, apricot, maple syrup, caramel,","tartaric and malic,",Washed,VILLA SARCHI,,4.2,Costa Rica
105,17,87.76,La Loma 2017,,$13.10/lb,"$13,862.55 ",Merlo Coffee,Josue Bonilla Solis,,Costa Rica,2017,-,Tarrazú,"lasting, juicy, well-structured creamy,","orange, plum, tangerine, peach, rose, lemon-lime, mango,maple syrup,","citric,",Honey,Typica mejorado,,10.5,Costa Rica
106,18,87.56,Bellavista 2017,,$12.78/lb,"$13,523.92 ","Tashiro Coffee Co., Ltd",Josue Bonilla Solis,,Costa Rica,2017,-,Tarrazú,"sweet, silky, juicy,","lime floral, rose, red apple, grape, black cherry, caramel,","citric, tartaric,",Honey,CATUAI,,8,Costa Rica
107,19,87.47,El Centro 2017,,$15.10/lb,"$22,969.67 ","Pebble Coffee Co., Ltd.",Teneria Pirro Antonio Gomez Ltda,,Costa Rica,2017,-,Valle Central,"creamy, sweet","orange, hibiscus, honey, floral, grape, caramel, raisin, roasted almonds, brown sugar, red apple, grapefruit","tartaric,",Honey,Gesha,,20,Costa Rica
108,20,87.15,El Beneficio 2017,,$16.30/lb,"$24,795.07 ","Pebble Coffee Co., Ltd.",Juan Ramon Alvarado Rodriguez,,Costa Rica,2017,-,Valle Central,"juicy, sweet,","jasmine, floral, orange, lemongrass, coriander melon,","citric,",Honey,Gesha,,2.1,Costa Rica
109,21,87.12,Chispita 2017,,$13.00/lb,"$15,906.15 ",M.I. COFFEE CORPORATION,Carlos Eduardo Barrantes Zuñiga,,Costa Rica,2017,-,Valle Occidental,"creamy body, caramel, silky body, well balanced, good structure,","green apple, lemon, mandarin, brown sugar, red plum, strawberry, caramel, toffee,","citric, malic, juicy",Washed,Kenya SL 28,,2,Costa Rica
110,22,87.09,Finca Doña Nina 2017,,$12.40/lb,"$13,941.94 ","CUPPERS COOPERATIVE S.KOREA, Sweet Step Coffee, Santorini Coffee",Grupo Los Grande de Copey S.A.,,Costa Rica,2017,-,Tarrazú,"creamy, smooth, long finish, clean, sweet, improved as it cooled,","watermelon, plum, honey, raisin, orange, mandarin, vanilla, strawberry, grapes, tropical fruits,","citric, acetic",Honey,Catuai Yellow,,1.5,Costa Rica
111,23,87.06,Los Tucanes 2017,,$10.30/lb,"$10,899.56 ","Wataru & Co., Ltd",Luis Pablo Bonilla Solis,,Costa Rica,2017,-,Tarrazú,"silky, creamy, very elegant, very sweet,","chocolate, orange, pineapple, caramel, raisin, almond, grapefruit, peach, honey, blackberry,","citric, malic, juicy",Honey,Typica mejorado,,8,Costa Rica
112,24,86.97,DON EVANGELISTA 2017,,$10.30/lb,"$15,327.53 ","Wataru for FRESH ROASTER COFFEE TONYA CO., LTD.",GELBERT NARANJO VARGAS,,Costa Rica,2017,-,Tarrazú,"long aftertaste, syrupy texture,","pomegranate, sugarcane, brown sugar, floral, red currant, orange vanilla brown sugar, red currant, caramel","citric, juicy,",Honey,Catuai,,3.9,Costa Rica
113,25,86.94,Sin Limites 2017,,$10.32/lb,"$10,920.73 ",NAGAHAMA COFFEE Inc.,Maribel Barrantes Zuñiga,1500,Costa Rica,2017,-,Valle Occidental,"clean, juicy","caramel brown sugar orange mango molasses, green apple red apple red current, apricot,","citric, tartaric,",Honey,Kenya SL28,,2,Costa Rica
114,26,86.94,Finca Parritilla 2017,,$10.00/lb,"$10,582.10 ","Wataru & Co., Ltd.",Jorge Mario Araya Mora,,Costa Rica,2017,-,Tarrazú,"crisp, transparent,","orange, caramel, red apples, lime, grapefruit, apricot shortbread, pear,",citric,Honey,Red Catuai,,5.38,Costa Rica
115,27,86.76,"Finca El Alto, Lote El…",,$12.30/lb,"$13,015.98 ",Kyokuto Fadie Corporation,Juan Carlos Umaña Umaña,,Costa Rica,2017,-,Tarrazú,"sweet finish, lasting finish,","chocolate caramel, brown sugar, floral, caramel, roasted almond, black tea orange, orange, melon, peach,","citric,",Washed,Catuai Yellow,,3.7,Costa Rica
116,28,86.53,Doña Clemencia 2017,,$16.20/lb,"$24,642.95 ","Linking Coffee Co., Ltd.",Juan Ramon Alvarado Rodriguez,1300,Costa Rica,2017,-,Valle Central,"clear, transparent, complex,","jasmine, floral, orange, sugar, rose, lychee, sweet citric lilac,","malic citric,",Honey,Gesha,,1,Costa Rica
117,29,86.29,la Cumbre 2017,,$10.00/lb,"$15,211.70 ","Nippon Coffee Trading Co., Ltd.",Allan Oviedo Rodriguez,,Costa Rica,2017,-,Valle Occidental,"strong, heavy body, silky,","dark chocolate, caramel, dried cranberries, dark berries, strawberry grape red, blackberry plum,","combination of tartaric and ascetic, combo citric and phosphoric",Honey,caturra,,8,Costa Rica
118,1a,91.29,Don Cayito – Luis Ricardo Calderon Madrigal,,$300.09/lb,"$158,780.62 ","Maruyama Coffee, Sarutahiko Coffee, Yamada Coffee",Luis Ricardo Calderon Madrigal,1850,Costa Rica,2018,DOTA,EL JARDIN,"Starts as a red apple and turns into a green as cooled, rounded and structured, delicate, syrupy, transparent","Lavender, jasmine, rose, honeydew, bergamot, mango, black currant, lemon peel, vanilla, maple syrup, white prunes, caramel apple","Tartaric, malic, very complex, refined, soothing acidity",Honey,GEISHA,,,Costa Rica
119,1b,91.29,Don Cayito – Luis Ricardo Calderon Madrigal,,$111.21/lb,"$58,842.32 ","MUSEO Co.,Ltd, Peaberry Limited for Pacamara Coffee Roasters",Luis Ricardo Calderon Madrigal,1850,Costa Rica,2018,DOTA,EL JARDIN,"Starts as a red apple and turns into a green as cooled, rounded and structured, delicate, syrupy, transparent","Lavender, jasmine, rose, honeydew, bergamot, mango, black currant, lemon peel, vanilla, maple syrup, white prunes, caramel apple","Tartaric, malic, very complex, refined, soothing acidity",Honey,GEISHA,,,Costa Rica
120,2a,91.15,Don Antonio – Grupo Los Grandes De Copey S.A.,,$59.58/lb,"$31,524.37 ","Hisashi Yamamoto Coffee(Unir), Time’s Club",Grupo Los Grandes De Copey S.A.,2100,Costa Rica,2018,Concepcion de San Rafael de Heredia,Concepcion de San Rafael de Heredia,"Earl grey tea, exotic, super clean, intense sweet, long aftertaste","Jasmine, peach, lavender, apricot, pear jam, dry cherries, white grape, brown sugar, ripe apple, bergamot, passionfruit, black currant, lychee, blueberries, watermelon","Tartaric, citric, sparkling",Honey,Geisha,,,Costa Rica
121,2b,91.15,Don Antonio – Grupo Los Grandes De Copey S.A.,,$59.90/lb,"$31,693.69 ","Sydney Coffee Business Pty Ltd, June’s Garden Coffee Beijing China, GEE Coffee Shenzhen China",Grupo Los Grandes De Copey S.A.,2100,Costa Rica,2018,Concepcion de San Rafael de Heredia,Concepcion de San Rafael de Heredia,"Earl grey tea, exotic, super clean, intense sweet, long aftertaste","Jasmine, peach, lavender, apricot, pear jam, dry cherries, white grape, brown sugar, ripe apple, bergamot, passionfruit, black currant, lychee, blueberries, watermelon","Tartaric, citric, sparkling",Honey,Geisha,,,Costa Rica
122,3a,90.59,La Union – Maria Elena Camacho Morales,,$30.10/lb,"$11,944.58 ",CAFFE PASCUCCI,Maria Elena Camacho Morales,1500,Costa Rica,2018,San Ramn,San Rafael,"Cocoa finish, very sweet, long sweet finish, velvety mouthfeel, multidimensional","Mulberry, mango, tangerine, apricot, peach, lychee, black currant, grapefruit, raspberry","Malic, orange, lemon, juicy, clean, refined",Natural,Villa Sarchi,,,Costa Rica
123,3b,90.59,La Union – Maria Elena Camacho Morales,,$30.10/lb,"$10,949.18 ",Coffee Libre,Maria Elena Camacho Morales,1500,Costa Rica,2018,San Ramn,San Rafael,"Cocoa finish, very sweet, long sweet finish, velvety mouthfeel, multidimensional","Mulberry, mango, tangerine, apricot, peach, lychee, black currant, grapefruit, raspberry","Malic, orange, lemon, juicy, clean, refined",Natural,Villa Sarchi,,,Costa Rica
124,4a,90.41,La Minilla – Sergio Salas Jimenez,,$70.20/lb,"$34,822.01 ","Time’s Club, Coffee Libre, Proud Mary",Sergio Salas Jimenez,1300,Costa Rica,2018,Naranjo,"Cirri, Lourdes","Rich body, long aftertaste, polarizing, sweet spice aftertaste, chocolate aftertaste, exotic, creamy","Cinnamon, nutmeg, stewed apple, gingerbread, cantaloupe, red apple, plain yogurt, coconut, prunes, raisins, apple pie","Lactic, compelling, citric, malic",Natural Anaerobic,Villa Sanch y Caturra,,,Costa Rica
125,4b,90.41,La Minilla – Sergio Salas Jimenez,,$70.29/lb,"$32,542.16 ",Brew92 Cafe & Roastery,Sergio Salas Jimenez,1300,Costa Rica,2018,Naranjo,"Cirri, Lourdes","Rich body, long aftertaste, polarizing, sweet spice aftertaste, chocolate aftertaste, exotic, creamy","Cinnamon, nutmeg, stewed apple, gingerbread, cantaloupe, red apple, plain yogurt, coconut, prunes, raisins, apple pie","Lactic, compelling, citric, malic",Natural Anaerobic,Villa Sanch y Caturra,,,Costa Rica
126,5a,90.35,Chispita – Carlos Eduardo Barrantes Zuñiga,,$20.20/lb,"$10,688.02 ","MUSEO Co.,Ltd",Carlos Eduardo Barrantes Zuñiga,1500,Costa Rica,2018,Leon Cortes Llano Bonito,Leon Cortes Llano Bonito,"Multidimensional, complex, lingering, very sweet, honey, super sweet, quenching","Red grapes, passionfruit, pineapple, vanilla, lime, stone fruits, prunes, elderflower, red grapefruit, sugar cane, tangerine, black tea, cedar, tobacco leaf, winey, rose, whiskey","Sparkling, citric, tartaric, phosphoric, refined, crisp",Washed,Villa Sanch y Caturra,,,Costa Rica
127,5b,90.35,Chispita – Carlos Eduardo Barrantes Zuñiga,,$22.10/lb,"$11,693.33 ",Caffeine Lab,Carlos Eduardo Barrantes Zuñiga,1500,Costa Rica,2018,Leon Cortes Llano Bonito,Leon Cortes Llano Bonito,"Multidimensional, complex, lingering, very sweet, honey, super sweet, quenching","Red grapes, passionfruit, pineapple, vanilla, lime, stone fruits, prunes, elderflower, red grapefruit, sugar cane, tangerine, black tea, cedar, tobacco leaf, winey, rose, whiskey","Sparkling, citric, tartaric, phosphoric, refined, crisp",Washed,Villa Sanch y Caturra,,,Costa Rica
128,6a,90.06,Finca La Loma – Luis Pablo Bonilla Solis,,$26.70/lb,"$14,127.24 ","Sydney Coffee Business Pty Ltd, GEE Coffee Shenzhen China, Dutch Barista",Luis Pablo Bonilla Solis,1900,Costa Rica,2018,"Dota,",Copey,"Crystal clean, silky mouthfeel, smooth, elegant, intense, bold, syrupy, good aftertaste","Blueberry, orange blossom, stone fruits, prunes, black currant, tangerine, grape candy, apple juice, tropical fruits, white wine, grapefruit, mango, rosehip, cocoa, mint","Complex acidity, malic, orange peel acidity, champagne",Honey,Geisha,,,Costa Rica
129,6b,90.06,Finca La Loma – Luis Pablo Bonilla Solis,,$26.80/lb,"$14,180.15 ",Terarosa (Haksan Co.Ltd),Luis Pablo Bonilla Solis,1900,Costa Rica,2018,"Dota,",Copey,"Crystal clean, silky mouthfeel, smooth, elegant, intense, bold, syrupy, good aftertaste","Blueberry, orange blossom, stone fruits, prunes, black currant, tangerine, grape candy, apple juice, tropical fruits, white wine, grapefruit, mango, rosehip, cocoa, mint","Complex acidity, malic, orange peel acidity, champagne",Honey,Geisha,,,Costa Rica
130,7,89.47,Don Dario – Grupo Los Grandes De Copey S.A.,,$28.42/lb,"$33,834.01 ",Haru International Corporation,Grupo Los Grandes De Copey S.A.,2000,Costa Rica,2018,San Ramn,San Rafael,"Buttery mouthfeel, smooth, silky, rich, syrupy","Apricot, candy-like, salted caramel, lemon candy, kiwi, papaya, yellow grapes, yellow peach","Citric, malic, bright",Washed,Geisha,,,Costa Rica
131,8,89.41,El Diamante – Carlos Luis Fernández Morera,,$18.20/lb,"$25,278.16 ",Fisher Coffee / Taster’s Coffee / The Fish Tank Cafe / Joker Coffee / SQUARE OF EIGHT / Latorre & Dutch Coffee,Carlos Luis Fernández Morera,1250,Costa Rica,2018,San Ramn,San Rafael,"Chocolate biscuit, full body, crisp","Brown sugar, cinnamon, clove, dark chocolate, molasses, lime juice, caramelized apple, strawberry, black tea, pear, anise, watermelon","Tartaric, phosphoric, lactic",Anaerobic,Caturra y Catua,,,Costa Rica
132,9,89.35,Finca La Pastora – Maria Cecilia Solís Moreno,,$10.11/lb,"$10,698.60 ",M.I. COFFEE CORPORATION,Maria Cecilia Solís Moreno,1850,Costa Rica,2018,Tarrazu San Marcos,Tarrazu San Marcos,"Very sweet, very juicy, well balanced","Chocolate, butterscotch, caramel, cotton candy, peach, sugar cane, grapefruit, raspberry, lemongrass","Citric, round, tangy, white grapes",Honey,Villalobos catuai,,,Costa Rica
133,10,89,Santa Teresa – Roger Ureña Hidalgo,,$13.20/lb,"$14,841.55 ","THE DRIP CO., LTD.",Roger Ureña Hidalgo,2000,Costa Rica,2018,Santa Mara de Dota,Santa Mara de Dota,"Delicate, smooth, creamy, elegant, chocolate","Peach, red fruits, honey, sugarcane, tamarind, lemon candy, stone fruit, red apple, milk chocolate, caramel candy bar","Malic, citric",Washed,Geisha,,,Costa Rica
134,11,88.85,Flor De Cafe – Carlos Eduardo Barrantes Zuñiga,,$20.20/lb,"$19,372.00 ",Terarosa (Haksan Co.Ltd),Carlos Eduardo Barrantes Zuñiga,1500,Costa Rica,2018,Naranjo,"Cirri, Lourdes","Molasses finish, bold, well balanced","Strawberry jam, orange, apricot, tea-like, white grape, pecan, cedar, berries, jammy, tangerine, lemon","Citric, acetic acid, tangy",Honey,Kenia,,,Costa Rica
135,12,88.71,Finca El Cedral – Hector Bonilla Cruz,,$12.00/lb,"$12,698.64 ",Ryans Coffee Roasters,Hector Bonilla Cruz,1850,Costa Rica,2018,Tarrazu San Marcos,Tarrazu San Marcos,"Well balanced, creamy, multidimension, full body, creamy, long chocolate finish","Ruby grapefruit, mandarin, apricot, prunes, apple, pear, cherry, raspberry, passionfruit, raisin, pinot noir, toffee","Malic, citric, bright, lemon, lychee",Honey,Geisha,,,Costa Rica
136,13,88.65,Finca Las Cruces – Juan Ramon Alvarado Rodriguez,,$11.00/lb,"$8,002.83 ","THE DRIP CO., LTD. with GAE ROCK",Juan Ramon Alvarado Rodriguez,1250,Costa Rica,2018,Heredia,San Isidro San Francisco,"Sweet finish, clove finish, rich, lively","Orange, black berry, lime juice, nuts, butter, cedar, green apple, apple mint, peach, grape jelly, toffee, pipe tobacco, chocolate, passionfruit, starfruit, black pepper, hazelnut","Tangerine, organic, citric, green plum, malic",Honey,Kenia,,,Costa Rica
137,14,88.59,Leoncio – Manuel Antonio Barrantes Zuñiga,,$9.70/lb,"$14,755.54 ","Linking Coffee Co., Ltd.",Manuel Antonio Barrantes Zuñiga,1600,Costa Rica,2018,Naranjo,"Cirri, Lourdes","Juicy, vibrant, complex, balanced acidity","Red and white berries, molasses, pineapple, apricot, toffee, honey, passionfruit, flowers, plum, cedar, grapes","Tartaric, white grapes, lemon, bright, citric",Washed,San Roque,,,Costa Rica
138,15,88.59,Divino Niño – Mauricio Vindas Vargas,,$15.10/lb,"$15,979.12 ",Brew92 Cafe & Roastery,Mauricio Vindas Vargas,1500,Costa Rica,2018,"Naranjo,","Cirri, Lourdes","Viscous body, syrupy, silky, sweet finish","Black currant, blueberry, rum, orange, mango, plums, apple cider, apples, vanilla, plum wine, sugar candy","Beautiful, gentle, malic",Natural,Tipica Lourdes,,,Costa Rica
139,16,88.59,Finca La Torre – Arnaldo Barrantes Zuñiga,,$16.00/lb,"$16,931.52 ",Caffeine Lab,Arnaldo Barrantes Zuñiga,1850,Costa Rica,2018,San Pablo de Len Corts,San Pablo de Len Corts,"Floral and cocoa finish, delicate, vibrant","Raisin milk chocolate, red grapes, figs, melon, tropical candy, dessert wine, green apple","Malic, sparkling, jammy",Natural,Catuai Caturra,,,Costa Rica
140,17,88.53,Trinidad – Luis Alberto Monge Ureña,,$8.90/lb,"$9,418.16 ","GSC International Co., Ltd.",Luis Alberto Monge Ureña ,1600,Costa Rica,2018,Lourdes de Cirri de Naranjo,"La Trinidad,","Well balanced, creamy mouthfeel, complex, big body, hints of tobacco, juicy","Jackfruit, tropical fruits, melon, salted caramel, orange peel, prunes, lemon, lime, kiwi, berry, passionfruit, mandarin, gold kiwi","Citric, grapefruit/lemon, malic",Honey,Catuai,,,Costa Rica
141,18,88.38,El Centro – Teneria Pirro Antonio Gomez Ltda,,$17.90/lb,"$18,942.14 ","Cuppers Cooperative,
AG COFFEE,
Woojongho Coffee,
Santorini Coffee,
Sweet Step Coffee,
Sewoong GC,
CAFE Q",Teneria Pirro Antonio Gomez Ltda,1600,Costa Rica,2018,"Heredia,",San Isidro San Francisco,"Silky, big body, elegant, balanced, smooth mouthfeel, opened up as cooled","Almonds, chocolate, cinnamon, honey, caramel, lychee, fig, cocoa, ripe peach, chocolate, walnuts, rum","Citric, soft, tartaric",Natural,Geisha,,,Costa Rica
142,19,88.35,Las Nubes – Roger Ureña Hidalgo,,$13.00/lb,"$15,046.59 ","Linking Coffee Co., Ltd.",Roger Ureña Hidalgo,2000,Costa Rica,2018,Santa Mara de Dota,Santa Mara de Dota,"Sweet, well balanced, refined","Tangerine, pomegranate, lemongrass, orange, vanilla, boiled lollies, liquor, molasses, sugar, rum, almond chocolate, candied lemon peel","Tartaric, mandarin, malic",Honey,Typica Mejorado,,,Costa Rica
143,20,88.35,Finca Altamira – Hernàndez y Gàlvez S.A.,,$10.50/lb,"$11,111.31 ",Campos Coffee,Hernàndez y Gàlvez S.A.,1480,Costa Rica,2018,"Barva,",San Pablo Buena Vista,"Intense flavors, winey, good balance, cocoa, full body","Red grapes, guava, orange, blueberry, passionfruit, mango, cocoa, plum, lemon, cherries","Malic, juicy, tartaric, crisp",Natural,Obat Caturra,,,Costa Rica
144,21,88.29,La Laguna – Jorge Mario Araya Mora,,$8.50/lb,"$8,994.87 ","GSC International Co., Ltd.",Jorge Mario Araya Mora,1800,Costa Rica,2018,"Cantn Tarraz,",distrito San Marcos.,"Crisp, wine","Pineapple, passionfruit, black cherry, strawberry, juicy plum, red apple, honey, brown sugar, grapefruit, cardamom","Malic, lively, citric, tartaric",Honey,Catua rojo.,,,Costa Rica
145,22,88.21,Finca Bellavista – Josue Bonilla Solis,,$8.00/lb,"$8,465.76 ","Wataru & Co., Ltd",Josue Bonilla Solis,1600,Costa Rica,2018,Leon Cortes Llano Bonito,Leon Cortes Llano Bonito,"Viscous, citrus blossom, refined, well balanced","Butterscotch, red currant jelly, candy, red grapes, red wine, green tea, vanilla, strawberries, red apple, orange peel","Tartaric, malic, delicate",Honey,,,,Costa Rica
146,23,88.18,Sin Límites – Maribel Barrantes Zúñiga,,$9.01/lb,"$9,534.56 ","Wataru & Co., Ltd",Maribel Barrantes Zúñiga,1250,Costa Rica,2018,Lourdes de Cirri de Naranjo,Lourdes de Cirri de Naranjo,"Juicy, complex, long sweet finish, heavy body","Dark chocolate, red grapes, pineapple, black cherries, grapefruit, earl grey tea, black tea, brown sugar, molasses, cashew","Citrus, lactic, lime acidity, crisp",Honey,Kenia CL28,,,Costa Rica
147,24,88.15,El Beneficio – Juan Ramon Alvarado Rodriguez,,$13.10/lb,"$13,862.68 ",M.I. COFFEE CORPORATION,Juan Ramon Alvarado Rodriguez,1600,Costa Rica,2018,"Heredia,",San Isidro San Francisco,"Dimensional, consistent, elegant, syrupy","Sugar cane, molasses, tutti-frutti, apricot, strawberries, peach, all spice, white grapes, candy caramel, honey","Tartaric, crisp, complex",Natural,Geisha,,,Costa Rica
