Unnamed: 0,Rank,COE_score,Farm,weight_(lbs.),High_bid,Total_value,Company,Farmer/Rep.,Altitude,Country,Year,City,Region,Coffee_characteristics,Flavor,Acidity,Process,Variety,Coffee Growing Area,Farm_size,country
87,1,93.36,Agrotakesi SA,,$35.05/lb,"$63,749.29","Maruyama Coffee for Mikatajuku Group, Itoya Coffee and Orsir Coffee",Mauricio Ramiro Diez de Medina,2100,Bolivia,2009,Yanacahi,Yungas of La Paz,,"perfume, jasmine, violet, honeysuckle, spices, pineapple, melon, orange, black tea, cherry, rose, almond, peach, red wine, passionfruit","brisk, citric, tartaric, intense, floral, transparent, multi-dimensional",Wet process and Mechanized Drying,Typica,200.0,2500.0,Bolivia
88,2,92.05,Café Sima del Jaguar A,,$12.06/lb,"$25,614.60","Time’s Club for C-COOP, Tashiro Coffee",Braulio Luque Yana,1615,Bolivia,2009,Caranavi,Yungas of La Paz,,"black currant, ripe prunes, blackberry, jasmine, rose, peach, floral, cherry, mango, passionfruit, cedar, tobacco, honey, sugar cane","lively, brilliant, currant-like, effervescent, alive, grapefruit-like, clean","Individual processing, harvesting of ripe cherries, fermentate, washed with clean spring water and s",Red Catuai 85% and Criollo 15%,3.0,13.0,Bolivia
89,3,91.62,Café Monterrey,,$9.20/lb,"$16,011.04","Coffee Bean International, Inc",Valentin Choquehuanca Aduviri,1700,Bolivia,2009,Caranavi,Yungas of La Paz,,"floral, jasmine, passionfruit, mango, green apple, blackberry, plum, peach, coffee cherry, butter, spice, apricot, cherry, honey, caramel","red currant-like, crisp, juicy, grape-like","Individual processing, harvesting of ripe cherries, fermentate, washed with clean spring water and s",Caturra Criollo,4.0,10.0,Bolivia
90,4,91.38,Café Jacaranda,,$12.80/lb,"$18,779.90","UCC Ueshima Coffee Co., Ltd.",Cruz Elias Choconapi,1420,Bolivia,2009,Caranavi,Yungas of La Paz,,"perfume, jasmine, orange blossom, blueberry, marmalade, wine, green apple, cherry, passionfruit, apricot, cranberry, black cherry, tangerine","transparent, crisp, citric, grape-like, raspberry-like, elegant","Individual processing, harvesting of ripe cherries, fermentate, washed with clean spring water and s",Caturra Criollo,4.0,10.0,Bolivia
91,5,90.9,Café Alan Coffe,,$12.35/lb,"$19,657.99",49th Parallel Coffee Roasters and Cafe Imports,Luis Yujra Arismende,1750,Bolivia,2009,Caranavi,Yungas of La Paz,,"stone fruits, black currant, orange, sweet jasmine, chocolate, caramel, honey, cherry, juicy ripe peach, strawberry, cinnamon","citrus, crisp, sweet green grape, red berry-like","Individual processing, harvesting of ripe cherries, fermentate, washed with clean spring water and s",Red Catuai,3.0,16.0,Bolivia
92,6,90.71,Café Central,,$9.00/lb,"$17,500.32","Invalsa Coffee® for Zoka Coffee (US), Richmond Investment, Steven Sung-Yong Kil (KOR), Fratello Coffee (CA), Willoughby’s Coffee (US), Noble Coffee (US) and No Quarter Coffee (US)",Luis Huayhua Chiji,1682,Bolivia,2009,Caranavi,Yungas of La Paz,,"jasmine, cherry, floral, sweet, cinnamon, strawberry, raspberry, coconut, orange spice, cocoa, raisin apple, cedar, rum","citrus, crisp, brilliant, intoxicating","Individual processing, harvesting of ripe cherries, fermentate, washed with clean spring water and s",Criollo Caturra,5.0,10.0,Bolivia
93,7,90.17,Café Mondono,,$9.85/lb,"$16,703.63","49th Parallel Coffee Roasters, Mecca Espresso and Cafe Imports",Carmelo Mamani Titirico,1650,Bolivia,2009,Caranavi,Yungas of La Paz,,"black tea, cherries, plums, bittersweet chocolate, raspberry, jasmine, vanilla, ripe coffee cherry, watermelon, wine, black currant, mango","grape-like, green apple, malic, bright","Individual processing, harvesting of ripe cherries, fermentate, washed with clean spring water and s",Criollo Caturra,3.5,10.0,Bolivia
94,8,89.12,Café Palmeiras 3,,$7.45/lb,"$14,946.26","Mercanta the Coffee Hunters for Andronicas World of Coffee (UK), Has Bean Coffee (UK), Kontra Coffee (DK), Melbourne Coffee Merchants (AU), Voila Coffee (JP)",Mario Mamani Machaca,1750,Bolivia,2009,Caranavi,Yungas of La Paz,,"jasmine, floral, rose, cinnamon, watermelon, cedar, peach, green apple, cherry, plum, orange tea spices, honey, brown sugar","refined, elegant, citrus, juicy, lively, red grape-like","Individual processing, harvesting of ripe cherries, fermentate, washed with clean spring water and s",Caturra Criollo,3.0,6.0,Bolivia
95,9,87.95,Café Origen,,$8.46/lb,"$18,660.39",Kaffebrenneriet as,Damian Huanca Flores,1523,Bolivia,2009,Caranavi,Yungas of La Paz,,"green apple, blueberry, stone fruit, peach, apricot, black cherry, brown sugar, red apple, blackberry, marzipan, nutty, butter","orange-like, citric, lively, juicy, transparent, grapefruit-like","Individual processing, harvesting of ripe cherries, fermentate, washed with clean spring water and s",Caturra Criollo,4.5,5.5,Bolivia
96,10,87.52,Café Gelen,,$8.80/lb,"$14,928.85",Bewleys Ltd,Ayda Titirico Hilari,1610,Bolivia,2009,Caranavi,Yungas of La Paz,,"honey, dark chocolate, tangerine, mandarin, dry fruit, sweet apple, orange, mango, peach, earthy, herbal, almond, toffee","intense, citric, orange-like, snappy, grape-like, berry, bright","Individual processing, harvesting of ripe cherries, fermentate, washed with clean spring water and s",Caturra Catuai,2.0,12.0,Bolivia
97,11,86.62,Café COACS Ltda. Aurelio,,$7.35/lb,"$12,765.48","Seven Seeds Specialty Coffee, The Source, Coffee Supreme Australia & Cafe Imports",Eugenia Condori Mamani,1667,Bolivia,2009,Caranavi,Yungas of La Paz,,"orange, peach, floral, sugary, plums, prunes, cherry, milk chocolate, black currant, sweet apple, toasted almonds, salted caramel, savory","melon-like, green apple, citric, green grape, complex","Individual processing, harvesting of ripe cherries, fermentate, washed with clean spring water and s",Caturra Catuai,2.0,12.0,Bolivia
98,12,86.33,Café Kantuta,,$6.66/lb,"$14,963.22",Solberg & Hansen AS,Rosendo Quispe Tintaya,1570,Bolivia,2009,Caranavi,Yungas of La Paz,,"grape, jasmine, peas, grains, forest berries, tobacco, honey, grapefruit","red currant, crisp, lemon/lime, green apple - complex fruits","Individual processing, harvesting of ripe cherries, fermentate, washed with clean spring water and s",Caturra Criollo,2.0,12.0,Bolivia
99,13,86.26,Café Cooperativa San Ignacio…,,$7.07/lb,"$12,824.70","Wataru & Co., Ltd.",Anacleto Uluri Luque,1700,Bolivia,2009,Caranavi,Yungas of La Paz,,"floral, cinnamon, cherry, jasmine, orange cream, tangerine, lime, apricot, blackberry, ginger","lemon, orange, complex, red currant","Individual processing, harvesting of ripe cherries, fermentate, washed with clean spring water and s",Caturra Catuai,3.0,5.0,Bolivia
100,14,86.12,Café Primavera II,,$6.50/lb,"$14,287.07","Toa Coffee Co., Ltd",Agustina Machaca Quispe,1700,Bolivia,2009,Caranavi,Yungas of La Paz,,"toffee, tobacco, black current, raisin, concord grape, honey, caramel, butter, floral, jasmine","citric, green apple, complex","Individual processing, harvesting of ripe cherries, fermentate, washed with clean spring water and s",Caturra Criollo,3.0,10.0,Bolivia
101,15,85.81,Café Cooperativa San Ignacio V,,$6.15/lb,"$11,694.16","Wataru & Co., Ltd.",Juan Coaquira Mamani,1650,Bolivia,2009,Caranavi,Yungas of La Paz,,"caramel, jasmine, orange, apricot, tropical fruits, passionfruit, milk chocolate, floral, fruit candy","transparent citrus, light, orange-like","Individual processing, harvesting of ripe cherries, fermentate, washed with clean spring water and s",Caturra Catuai,3.0,5.0,Bolivia
102,16,85.6,Café Wara Wara III,,$6.48/lb,"$13,800.26","Mercanta the Coffee Hunters for Bolling Coffee (UK), Kaffitár (IS), Kontra Coffee (DK), VIEIA KAVA (LT), Voila Coffee (JP)",Lucila Isidora Quispe de Quispe,1700,Bolivia,2009,Caranavi,Yungas of La Paz,,"jasmine, spicy, peach, cedar, tobacco, vanilla, nougat, toffee, berry, papaya","apricot, black currant, red grape, clean, complex, refined","Individual processing, harvesting of ripe cherries, fermentate, washed with clean spring water and s",Caturra,5.0,17.0,Bolivia
103,17,85.57,Café Frente a Illimani II,,$5.65/lb,"$9,622.35","Nippon Coffee Trading Co.,Ltd for Doi Coffee",Santusa Lucana de Mamani,1635,Bolivia,2009,Caranavi,Yungas of La Paz,,"sweet tobacco, caramel, orange, jasmine, black currant, blackberry, sweet, dark cherry","juicy, citrus, lemon-like","Individual processing, harvesting of ripe cherries, fermentate, washed with clean spring water and s",Typica Caturra,3.0,9.0,Bolivia
104,18,85.24,Café Flor de Mayo,,$6.20/lb,"$9,431.38","Coffee Bean International, Inc",Pedro Castro Conurana,1600,Bolivia,2009,Caranavi,Yungas of La Paz,,"wine, chocolate, cherry, green apple, honey, orange, caramel, blackberry","green apple, green grapes, crisp lime, lively, citric","Individual processing, harvesting of ripe cherries, fermentate, washed with clean spring water and s",Caturra Catuai,3.0,10.0,Bolivia
105,19,85.24,Café Golondrina,,$6.25/lb,"$9,507.44","Tony’s Coffees & Teas, Inc., Olympia Coffee Roasting and Montana Coffee Traders",Celso David Mayta Quispe,1550,Bolivia,2009,"Colonia Copacabana, Rural Caranavi",Province of Caranavi,,"cardamom, jasmine, tobacco, cedar, orange, dry fruits, berry, wine, apple, candied orange, caramel, sugar, lemon","cirtic, wine-like","Individual processing, harvesting of ripe cherries, fermentate, washed with clean spring water and s",Caturra Criollo,5.0,10.0,Bolivia
106,20,85.21,Café Picaflor,,$6.15/lb,"$13,470.28","Wataru & Co., Ltd.",Valentina Flores de M.,1550,Bolivia,2009,Caranavi,Yungas of La Paz,,"roasted nuts, maple syrup, caramel, vanilla, jasmine, honey, pepper spice, berry, melon","citric, lemon, complex fruit, balanced","Individual processing, harvesting of ripe cherries, fermentate, washed with clean spring water and s",Caturra Criollo,4.0,10.0,Bolivia
107,21,85.17,Café Alto Asuncion,,$5.05/lb,"$9,463.35","Nippon Coffee Trading Co.,Ltd for Doi Coffee",Eleuteria Villca Salvador,1340,Bolivia,2009,Caranavi,Yungas of La Paz,,"apricot, chocolate, floral, cinnamon, honey, apple, green grapes, caramel, pepper","light citrus, grapefruit, lemon, sparkling","Individual processing, harvesting of ripe cherries, fermentate, washed with clean spring water and s",Caturra Typica,5.0,8.0,Bolivia
108,22,85.14,Café Rio Cumbre de la Selva,,$5.05/lb,"$12,870.13",Kaffebrenneriet as,Gabriel Chura Uluri,1414,Bolivia,2009,Caranavi,Yungas of La Paz,,"honey, chocolate, orange peel, vanilla, cinnamon, blackberry, cedar, cardamom, honey","fresh, crisp, orange-like bright, transcendent, green grape","Individual processing, harvesting of ripe cherries, fermentate, washed with clean spring water and s",Caturra Criollo,6.0,9.0,Bolivia
109,23,85.0,Café Primavera,,$4.90/lb,"$9,317.30","Nippon Coffee Trading Co.,Ltd",Victor Quispe Mamani,1460,Bolivia,2009,Caranavi,Yungas of La Paz,,"plum, cherry, red rose, floral, chocolate, honey, peach, grapefruit","citric, complex fruit","Individual processing, harvesting of ripe cherries, fermentate, washed with clean spring water and s",Caturra Criollo,3.0,10.0,Bolivia
110,24,84.95,Café Oro,,$5.40/lb,"$9,221.58","Arab Coffee Co., Ltd",Teodocia Castro Conurana,1490,Bolivia,2009,Caranavi,Yungas of La Paz,,"cedar, malt, dark chocolate, seseme seed, red wine, pepper spice, bergamot, cherry, cocoa","grapefruit, green apple, citrus, meyer lemon","Individual processing, harvesting of ripe cherries, fermentate, washed with clean spring water and s",Caturra Criollo,1.5,10.0,Bolivia
111,25,84.81,Café El Sombral,,$5.31/lb,"$8,885.28",Moxxee Coffee,Damian W. Condori Poma,1530,Bolivia,2009,Caranavi,Yungas of La Paz,,"floral, perfume, sweet, citric, vanilla, chocolate, cherry, melon, grape, apricot, orange peel, banana","grapefruit, citric, transparent, crisp","Individual processing, harvesting of ripe cherries, fermentate, washed with clean spring water and s",Caturra Criollo,3.5,6.0,Bolivia
112,26,84.69,Café Rudi,,$4.50/lb,"$9,562.68",Gala Coffee Limited,Franklin Cahuapaza Ticona,1605,Bolivia,2009,Caranavi,Yungas of La Paz,,"tropical fruits, papaya, mango, tangerine, tobacco, tomato, banana, herbal, lemon, nuts, caramel, molasses","lemon, transparent, lime, consistent","Individual processing, harvesting of ripe cherries, fermentate, washed with clean spring water and s",Caturra,3.0,10.0,Bolivia
113,27,84.6,Café Flor de Mayo I,,$4.51/lb,"$10,633.86",honuKATOCOFFEE Inc.,Felipe Sacaca Diaz,1700,Bolivia,2009,Caranavi,Yungas of La Paz,,"peach, geranium, black tea, black currant, berry, cocoa, honey, toffee","lemon, green apple, bright, elegant, orange-like","Individual processing, harvesting of ripe cherries, fermentate, washed with clean spring water and s",Caturra Catuai,6.0,10.0,Bolivia
114,28,84.33,Café Sofia,,$4.50/lb,"$9,433.67","Tashiro Coffee Co.,Ltd",Sofia Quisbert Castillo,1700,Bolivia,2009,Caranavi,Yungas of La Paz,,"nuts, orange, cherry pulp, chocolate, orange peel, black tea, berry, tobacco","citrus, sour cherry, grape, transparent","Individual processing, harvesting of ripe cherries, fermentate, washed with clean spring water and s",Caturra Criollo,7.0,10.0,Bolivia
115,29,84.33,Café Flor Rosa,,$4.95/lb,"$10,391.24",Barefoot Coffee Roasters,Martha Ojeda Mamani,1650,Bolivia,2009,Caranavi,Yungas of La Paz,,"perfume, sweet honey, vanilla, smoky, grapefruit, herbal, cherry, orange, dark chocolate","citrus, refined, mandarin orange, green apple","Individual processing, harvesting of ripe cherries, fermentate, washed with clean spring water and s",Typica Caturra,5.0,10.0,Bolivia
116,30,84.21,Café Flor de B,,$4.25/lb,"$7,946.40","Wataru & Co., Ltd.",Sebastian Olori Huanca,1400,Bolivia,2009,Caranavi,Yungas of La Paz,,"toffee, tobacco, black cherry, black currant, orange, peanut, chocolate, cinnamon, lime, tobacco, chocolate, black cherry","crisp citrus, orange","Individual processing, harvesting of ripe cherries, fermentate, washed with clean spring water and s",Caturra Criollo,4.0,10.0,Bolivia
