Unnamed: 0,Rank,COE_score,Farm,weight_(lbs.),High_bid,Total_value,Company,Farmer/Rep.,Altitude,Country,Year,City,Region,Coffee_characteristics,Flavor,Acidity,Process,Variety,Coffee Growing Area,Farm_size,country
0,1,92.43,Las Golondrinas,,$22.40/lb,"$48,889.12","Busan Group – Momos Coffee, In Earth Coffee, Coffee Gongjang, People n Talk",Rodrigo Peralta Paguaga,1600 masl,Nicaragua,2012,Mozonte,Nueva Segovia,"super clean and sweet, complete, balanced","AROMA: floral, orange, coffee blossom, butter, caramel,FLAVOR: spices, sweet lime, nutmeg, tangerine, pineapple, cherry, sugar cane, honey",distinctly tartaric,"Washed, Sun",Caturra,38 ha,167 ha,Nicaragua
1,2,90.4,La Divina Providencia,,$15.00/lb,"$35,714.85","Maruyama Coffee, Cafe Maple (Japan) and Orsir Coffee (Taiwan)",Misael Sauceda Olivera,1300,Nicaragua,2012,Dipilto-Las Manos,Nueva Segovia,"floral finish, round body, very clean","AROMA: mandarin, clove, pineapple, vanilla, apricot, rose,FLAVOR: honeycomb, milk chocolate, red apple, vanilla, sweet citrus",citric and malic,Washed,Maragogype,8.39,8.39,Nicaragua
2,3,90.2,El Farallón/ El Naranjo,,$10.00/lb,"$23,809.90",TERAROSA(HAKSAN Co.Ltd),Rómulo Victor Paguaga Lanzas/ Pedro Pablo Paguaga Nuñez,1300,Nicaragua,2012,Dipilto-La Laguna,Nueva Segovia,"very sweet, delicate, crystal clean, full and creamy mouthfeel","AROMA: jasmine, peach, honey, almond, coriander,FLAVOR: black tea, apricot, nougat","delicate, lime, green grape","Washed, Sun",Caturra,2.1,2.1,Nicaragua
3,4,89.97,La Marcela,,$8.60/lb,"$19,907.71",Time’s Club for C-COOP. Your Coffee (Japan) Coffee Libre (South Korea),Mario Martin Lovo Sotomayor,1100,Nicaragua,2012,Macuelizo-Brujil,Nueva Segovia,"silky mouthfeel, sweet and clean, short finish","AROMA: melon, raisins,FLAVOR: mango, tropical fruits, tobacco leaf, tamarind, honeydew melon, vanilla",mild citric,"Washed, Sun",Maracaturra,27.96,34.94,Nicaragua
4,5,89.93,La Carolina,,$7.70/lb,"$20,370.74",Mayorga Coffee,Andrés Figueroa Lópes,1318,Nicaragua,2012,Dipilto-Las Nubes,Nueva Segovia,"creamy lingering aftertaste, balanced, full bodied","AROMA: floral, tropical fruits, cocoa, melon, lemon, raisins,FLAVOR: tropical fruits, herbal, bergamot, molasses, cinnamon, melon","citric, lemon, grapefruit",Washed,Maragogype,10.48,11.18,Nicaragua
5,6,89.67,El Recodo,,$6.81/lb,"$16,214.54","Tashiro Coffee Co.,Ltd",Manuel Raúl Gonzáles Gonzáles,1230,Nicaragua,2012,Macuelizo-Suyatal,Nueva Segovia,"very consistent, sweet lingering finish","AROMA: lemon zest, mace, jasmine, hazelnut, corn syrup, maple,FLAVOR: sour cherry, caramel, molasses, peach, butter",moderate grape citric,Washed,Bourbón Caturra Maragogype,6.99,6.99,Nicaragua
6,7,89.57,Santa Elena,,$6.78/lb,"$16,591.54",Mocoway Specialty Coffee (China),Santos Filomena Grádiz Amaya,1200,Nicaragua,2012,Dipilto-El Volcán,Nueva Segovia,"extra sweet, clean, long finish, balanced, caramel","AROMA: strawberry, peach, fresh cut chives, clove, ginger,FLAVOR: red grapes, plum, raisins, lime, mandarin","citric, plum-like, complex fruit acidity, lively","Washed, Sun",Maracaturra,4.89,4.89,Nicaragua
7,8,88.83,Ojo De Agua,,$6.70/lb,"$16,395.77","ECOM Japan Limited for Bontain Coffee, VOILA Coffee, NOZY COFFEE, Ocami Coffee Roasters, Kasai Coffee",Luis Emilio Valladarez,1600 masl,Nicaragua,2012,Dipilto-Los Mares,Nueva Segovia,"balanced, clean","AROMA: caramelized butter, red berries, floral, baked apple,FLAVOR: macadamia nut, chocolate, molasses, plum, caramel, brown sugar, panela, red apple","crisp, mild citric","Washed, Sun",Maracaturra,15 ha,20 ha,Nicaragua
8,9,88.53,San Francisco/ El Ayote,,$6.41/lb,"$16,957.98","Wataru & Co., Ltd.",Fausto Alberto Averruz Ponce/Fausto Alberto Averrauz González,1250,Nicaragua,2012,Macuelizo-Suyatal,Nueva Segovia,medium body,"AROMA: honey, cherry, almond, molasses, dark chocolate, jammy,FLAVOR: dried fruit, passion fruit, pomelo, dark chocolate, raisin, brown sugar","distinctly citric, tartaric",Washed,Maragogype,8.39,8.39,Nicaragua
9,10,88.13,Casa Blanca,,$7.92/lb,"$18,857.44",Kyokuto Fadie Corporation,Sergio Noé Ortez Ortez,1300,Nicaragua,2012,Dipilto-Los Planes,Nueva Segovia,long aftertaste,"AROMA: jasmine, chocolate, black cherry, spice, cinnamon, dark fruits ,FLAVOR: ripe fruits, pineapple, peach, black tea, passion fruit, sweet tobacco, sugar cane sweetness",tartaric,"Washed, Sun",Pacamara,41.93,63.6,Nicaragua
10,11,87.69,Linda Vista,,$6.60/lb,"$15,714.53","BeanStore, CoffeeSallim, Yun-Gu Lee Roaster, Beon-Ku Jeon Roaster",Francisco González Avilés,1460,Nicaragua,2012,Dipilto-Las Nubes,Nueva Segovia,clean and sweet finish,"AROMA: peach, cherry, lemon, apricot, chocolate ,FLAVOR: orange zest, caramel, hibiscus, green apple, apricot",juicy citric,"Washed, Sun",Caturra,5.59,5.59,Nicaragua
11,12,87.44,"El Naranjo, Dipilto",,$7.32/lb,"$17,912.99",Wataru for OGAWA COFFEE,Luis Emilio Valladarez,1100,Nicaragua,2012,Dipilto-El Guácimo,Nueva Segovia,"well-balanced, clean and smooth, big mouthfeel","AROMA: butterscotch, spice, vanilla, cinnamon, dried apricot, mango, hibiscus tea ,FLAVOR: tamarind, brown sugar, grapefruit, passion fruit","berry-like, citric, grapefruit","Washed, Sun",Maracaturra,4.89,4.89,Nicaragua
12,13,87.28,Los Jilgueros,,$6.51/lb,"$15,930.82","Wataru & Co., Ltd.",Manuel Armando Peralta Paguaga,1250,Nicaragua,2012,Macuelizo-Brujil,Nueva Segovia,"soft finish, smooth and creamy body","AROMA: grapefruit, floral, lemon zest, honey, apricot, honey, almond ,FLAVOR: raisins, blackberry, prune, raisin, oolong tea, green apple, sweet orange","delicate, citric","Washed, Sun",Caturra,10.48,20.97,Nicaragua
13,14,87.22,Las Nubes,,$6.70/lb,"$17,282.05","M.I Coffee Corporation, Indie coffee roasting house, Hanjuha’s coffee",Carlos Alberto Bendaña Albir,1500,Nicaragua,2012,Dipilto,Nueva Segovia,"consistent, smooth mouthfeel","AROMA: hazelnut, jasmine, cinnamon, almonds, ginger, lemon, honey, cherry blossom,FLAVOR: clove, tangerine, citrus zest, plum, bergamot, apricot, plum","fruit, tangy, pink grapefruit, tart lemon","Washed, Sun",Hybrid,20.97,34.94,Nicaragua
14,15,86.88,La Esperanza,,$6.51/lb,"$15,500.24",Orsir Coffee for TiSCA (Taiwan International Specialty Coffee Association),Salatiel De Jeús Zavala Ferrufino,1300 masl,Nicaragua,2012,Dipilto-Las Manos,Nueva Segovia,sparkling,"AROMA: clove, spicy orange peel, honey, floral/cedar note,FLAVOR: roasted plum, vanilla, red apple, black pepper, melon","malic, apricot","Washed, Sun",Caturra,15 ha,15 ha,Nicaragua
15,16,86.66,Los Granadillos,,$6.20/lb,"$15,172.21","Wataru & Co., Ltd.",Francisco Ponce Duarte,1300,Nicaragua,2012,Macuelizo-Brujil,Nueva Segovia,creamy body,"AROMA: apricot, sugar, honeydew melon, caramel, sugar cane, floral, bergamot, lemon,FLAVOR: brown sugar, banana chips, raisin","lactic, tartaric, cherry skin","Washed, Sun",Caturra,6.99,6.99,Nicaragua
16,17,86.63,La Ampliación,,$7.15/lb,"$16,551.18",Oren’s Daily Roast,Maycon Yader Montenegro López,1400,Nicaragua,2012,Dipilto-El Volcán,Nueva Segovia,"walnut, spice finish","AROMA: dried flowers, cardamom, coriander, almond ,FLAVOR: mandarin, cinnamon, raisin, tea-like",mild citric,Washed,Maragogype,1.4,1.4,Nicaragua
17,18,86.16,Buena Vista/ San José,,$4.90/lb,"$11,666.85","Nippon Coffee Trading Co.,Ltd",Miguel Ángel Calderón Córdoba/ Santos Roque Martinez Castro,1400,Nicaragua,2012,San Fernando-El Ural,Nueva Segovia,creamy mouthfeel,"AROMA: grapes, cherry, stone fruits, sweet almond, red grapefruit, honey, floral,FLAVOR: cherry, apricot, caramel, plum, green apple","malic, apple, tangy, crisp, pineapple",Washed,Catimor Caturra Maragogype,5.94,5.94,Nicaragua
18,19,86.09,La Fuente,,$5.40/lb,"$12,857.35",honuKATOCOFFEE Inc.,Norma Elena Marin Grádiz,1200,Nicaragua,2012,Dipiplto-El Volcán,Nueva Segovia,smooth body,"AROMA: dark chocolate, baked apple, cinnamon butter, caramel,FLAVOR: bread, butter, caramel, stone fruits, butterscotch","grapefruit, green grapes, tartaric, citric","Washed, Sun",Caturra,4.89,4.89,Nicaragua
19,20,85.91,La Picona,,$6.00/lb,"$16,666.92","Trabocca, Åre Kafferosteri",Olga Marina González Cuadra,1300 masl,Nicaragua,2012,Nueva Segovia,"Las Manos, Dipilto, Nueva Segovia","well balanced, heavy body, consistent","AROMA: walnut, marzipan, spicy, cinnamon, rose, caramel,FLAVOR: Fuji apple, orange, concord grape, black tea, brown sugar",tartaric,Washed,Maragogype,6 ha,12 ha,Nicaragua
20,21,85.88,La Laguna,,$5.70/lb,"$13,194.65",Silo Coffee Store,Luis Emilio Valladarez,1200,Nicaragua,2012,Dipilto-La Laguna,Nueva Segovia,"very clean, full body","AROMA: malt, honey, floral, grapefruit, mango, marshmallow,FLAVOR: Nutella, dark chocolate, sweet tobacco, cocoa, baked apple, panela","lemon, light, citric","Washed, Sun",Caturra,24.46,24.46,Nicaragua
21,22,85.63,El Pinabety,,$6.00/lb,"$17,460.60",D R Wakefield,Porfirio Sauceda Valladarez,1350,Nicaragua,2012,Dipilto-Las Manos,Nueva Segovia,"light, lingering aftertaste","AROMA: vanilla, chocolate, herbal, maple, cinnamon,FLAVOR: roasted nut, hazelnut, green apple, honeysuckle, grape","grapefruit acidity, tartaric, grape","Washed, Sun",Caturra Bourbón,4.19,6.99,Nicaragua
22,23,85.5,Santa Prisca,,$6.51/lb,"$20,667.04",Kaffebrenneriet a,Leonel De Jesús Rodriguez Valladarez,1250,Nicaragua,2012,Dipilto-Buenos Aires,Nueva Segovia,"juicy, quick finish","AROMA: melon, honey, vanilla, black pepper, blackberry ,FLAVOR: black pepper, cocoa pod, maple, dark chocolate, vanilla pod strawberry, grapefruit",malic apple,Washed,Maragogype,8.39,8.39,Nicaragua
23,24,85.47,San José,,$5.80/lb,"$13,426.13","Wataru & Co., Ltd.",Erwin Remigio Mierish Buitrago - R.L. Pedro José Solis Martinez,1350,Nicaragua,2012,Jinotega-Lipululu,Jinotega,"delicate, well balanced","AROMA: jasmine, lily, sweet honeydew melon, apricot, lemon, walnut, clove, ripe fruits,FLAVOR: black tea, rosehip, coffee blossom, rye, tangerine, plum, grapefruit","tart, malic, tartaric","Washed, Sun",Java,44.03,44.03,Nicaragua
24,25,85.34,El Socorro,,$4.91/lb,"$17,536.02",Atlantic Specialty Coffee,Ageth Enrique Chavarria - R.L. Fátima Ismael Espinoza,1015,Nicaragua,2012,Jinotega- Mancotal,Jinotega,"creamy mouthfeel, smooth, notably clean and sweet","AROMA: floral, lychee, hazelnut, cocoa, cherry, rose ,FLAVOR: jasmine, hibiscus, honey, milk chocolate, plum","delicate, malic, green apple","Washed, Sun",Caturra,20.97,20.97,Nicaragua
25,1,90.37,La Dueña,,$21.20/lb,"$33,453.60","Maruyama Coffee, Itoya Coffee, Coffee A Go Go, Saza Coffee",Jenny Lourdes Bustamante Moncada,1300 masl,Nicaragua,2014,Dipilto,Nueva Segovia,"syrupy mouthfeel, structured long finish round rich big, sweet finish, creamy","chocolate, caramel black current, vanilla, deep plum, roasted almond melon, dark chocolate, panela","lemon lime, grape, crisp, tangerine citrus",,Maracatu,25 ha,40 ha,Nicaragua
26,2,90.1,El Naranjo Dipilto,,$13.10/lb,"$21,890.10","GSC International Co., Ltd. (KOREA) // Shanghai Borong International Trading Co., Ltd (CHINA)",Luis Emilio Valladarez,1100 masl,Nicaragua,2014,Dipilto,Nueva Segovia,"complex citrus, great texture chewy, juicy complex, turkish delight, smooth, long aftertaste, cinnamon well balanced, well structured","cherry rum floral, mangoes, orange blossom honey nectarine passion fruit butterscotch, grape, milk candy, port wine, ripe grape, chocolate bomb-","green apple, tangerine, cranberry, blackberry, berries, sugar cane juice, lime",,Maracaturra,7 ha,7 ha,Nicaragua
27,3,89.73,Fila Alta,,$15.20/lb,"$19,456.00","Kean Coffee, Klatch Coffee, Bird Rock Coffee",Henry Alexander Marin,1600 masl,Nicaragua,2014,Mozonte,Nueva Segovia,"sticky mouth feel, long anise, sweet finish well balanced, nougat-like","passion fruit, orange, allspice, mandarin caramel, cherry, honey, sweet tea, dry white wine candy fruit","bright crisp vibrant, raspberry effervescent, champagne pop rocks",,Catuai,3 ha,8 ha,Nicaragua
28,4,89.03,Ojo de Agua,,$12.00/lb,"$19,020.00","Time’s Club, Honey Coffee, Coffee Libre and Proud Mary",Ali Francisco Herrara Rivera,1600 masl,Nicaragua,2014,Mozonte,Nueva Segovia,"guava, clean, juicy and lush, very sweet","chocolate, butter, caramel, cocoanut, sugar cane, rose lavender, apricot, port wine, honey tea, watermelon","lemon-lime, tangerine",,Maracaturra,15 ha,20 ha,Nicaragua
29,5,88.73,Los Congos,,$11.70/lb,"$20,124.00",Terarosa Coffee (S. Korea),José René Paguaga Midense,1700 masl,Nicaragua,2014,San Fernando,Nueva Segovia,"juicy syrupy transparent, lingering aftertaste","strawberry, honey peach, hibiscus, blackberry vanilla, sugar cane, passion fruit, kiwi, cassis","orange, bright, mandarin, crisp, tart",,Pacamara,20 ha,80 ha,Nicaragua
30,6,88.67,Las Brumas,,$9.60/lb,"$13,584.00",CAFFE PASCUCCI S.p.A.,Rina Liseth Paguaga Buitrago,1450 masl,Nicaragua,2014,San Fernando,Nueva Segovia,"creamy juicy, round, sweet honey cereal elegant, delicate, juicy finish","apricot brandy, tea rose, white chocolate, blood orange, almonds fig, vanilla, honeycomb, caramel","sweet lemon, apple, red apple acidity, peach, balanced",,Pacamara,20 ha,60 ha,Nicaragua
31,7,88.63,Cerro de Jesus,,$9.10/lb,"$19,100.90","TOA COFFEE Co.,Ltd & ARAB COFFEE Co.,Ltd","Jesus Mountain Coffee Co., S.A. RL: Octavio Peralta Paguaga",1300 masl,Nicaragua,2014,Dipilto,Nueva Segovia,"long clean aftertaste, round juicy mouthfeel","lemon, caramel, orange, jasmine, cranberry sweet grape, tamarind, , sugar cane, candy, sweet basil, tarragon, rich fruit, toffee, prune juice, lychee","lemonade, elegant, fizzy lemon, sweet, bright",,Caturra,180 ha,600 ha,Nicaragua
32,8,87.93,Bella Aurora,,$9.60/lb,"$11,721.60",Gamsung international coffea coffee Inc.,Joaquin Agusto Lovo López,1450 masl,Nicaragua,2014,Dipilto,Nueva Segovia,"malt aftertaste, sugary aftertaste, coconut, caramel, rum raisin","butterscotch toffee, sugar jasmine red wine ripe fruits, lavendar, ginger, black current, peaches, vanilla, Swiss chocolate, roses","lively, mandarin, tamarind, well structured",,Maracaturra,50 ha,50 ha,Nicaragua
33,9,87.7,El Janeiro,,$9.70/lb,"$20,913.20",Kyokuto Fadie Corporation,Alfredo Arauz Siles,1200 masl,Nicaragua,2014,San Rafael Del Norte,Jinotega,"syrupy, long citrus aftertaste",#NAME?,"effervescent lemon-lime, green grape, crisp",,Catuai,15 ha,24 ha,Nicaragua
34,10,87.67,La Renovacion,,$8.70/lb,"$13,041.30","TASHIRO COFFEE Co.,Ltd",Keyner Antonio Davila Tellez,1280 masl,Nicaragua,2014,Jinotega,Jinotega,"syrupy, good balance, clean, clear, syrupy","floral, caramel, sweet milk chocolate, panela, chocolate-orange, rum raisin","orange- lemon, orange zest",,Hybrid,14 ha,15 ha,Nicaragua
35,11a,87.17,El Recuerdo / La Esperanza,,$8.50/lb,"$26,571.00","Orsir Coffee (Taiwan), TRN (Taiwan Roasters Network）",Jose Javier Gonzalez Lopez / Carlos Alexander Lopez Pastrana,1400 masl,Nicaragua,2014,Mozonte,Nueva Segovia,"silky mouthfeel, round body, lush, juicy, apricot, clean and clear, perfume, grapefruit, dried fruit, coconut, creamy","ginger, lime, raspberry sorbet, graham cracker, pineapple, passion fruit, fresh berries, apricot","sparkling, effervescent, sweet citrus, crisp",,,8/30 ha,8/163 ha,Nicaragua
36,11b,87.17,Buenos Aires,,$10.30/lb,"$16,510.90",Kaffebrenneriet as,Carlos Alberto Bendaña Albir,1300 masl,Nicaragua,2014,Dipilto,Nueva Segovia,"CREAMY, SILKY","HONEY, SWEET FRUIT, CHOCOLATE, BLACK CURRENT PASSION FRUIT, RIPE FRUIT, BLUEBERRY, ,Acidity, ,LEMON LIME, BIRGHT, MALIC, CRISP, WHITE WINE",,,,40 ha,40 ha,Nicaragua
37,13,86.73,El Bosque,,$8.40/lb,"$16,220.40","Cafe DAZAC, Cafe D, Coffee Sallim Factory, BeanStore, Crema Costa",Julio Peralta Salomon,1398 masl,Nicaragua,2014,Ocotal,Nueva Segovia,"SYRUPY MOUTHFEEL, BRIGHT, VISCOUS, LONG FINISH","ORANGE, JASMINE, CARAMEL, TANGERINE, SWISS CHOCOLATE, CREME BRULE, TOFFEE, RAISIN","SWEET LEMON, RIPE, LIVELY ZESTY",,Catuai,63 ha,230 ha,Nicaragua
38,14,86.47,Buenos Aires,,$8.35/lb,"$13,585.45","ECOM Japan Limited for Bontain Coffee, VOILA Coffee, Ocami Coffee Roasters, NOZY COFFEE",Luis Emilio Valladarez,1300 masl,Nicaragua,2014,Nueva Segovia,"Las Manos, Dipilto, Nueva Segovia","big body, grapefruit, blood orange, complex","black currents; almonds, floral, red apple, black cherry, jasmine, lemongrass, blueberry","bright sweet, lemon tart, bright",,Maracaturra,80 ha,80 ha,Nicaragua
39,15,86.37,El Carmen,,$7.60/lb,"$12,532.40",Wataru for OGAWA COFFEE,Luis Emilio Valladarez,1250 masl,Nicaragua,2014,San Juan,Madriz,,,,,Maracaturra,50 ha,50 ha,Nicaragua
40,16,86.13,La Picona,,$8.30/lb,"$18,301.50","Wataru & Co., Ltd.",Olga Marina González Cuadra,1300 masl,Nicaragua,2014,Nueva Segovia,"Las Manos, Dipilto, Nueva Segovia","SILKY MOUTHFEEL, JASMINE, SWEET TOBACCO, JUICY","DRIED FRUIT, LEMON, DK CHCOCALTE ALMOND, ORANGE, SUGAR CANE, PASSION FRUIT, COFFEE BLOSSOM, COCOA BUTTER LIME","LIVELY, VIBRANT, PLUM, APRICOT",,Maracaturra,6 ha,12 ha,Nicaragua
41,17,86.03,El Diamante,,$8.50/lb,"$12,894.50",La Colombe Torrefaction,William de Jesus Villagra Gutierrez,1250 masl,Nicaragua,2014,Jalapa,Nueva Segovia,"round, balanced, silky mouthfeel, plum, long aftertaste, juicy mouthfeel","passion fruit, orange, roses, hazelnuts, tangerine, brown sugar jasmine, apricot brandy allspice, liquor plum wine","pear, grape, malic, tartaric, red apple",,Caturra,128 ha,320 ha,Nicaragua
42,18,85.97,Ojo De Agua,,$8.40/lb,"$14,406.00","Wataru & Co., Ltd.",Luis Emilio Valladarez,1600 masl,Nicaragua,2014,Dipilto-Los Mares,Nueva Segovia,"THICK CHEWY, WELL BALANCED, LONG CHCOALTE FINISH, CREAMY LONG AFTERSTASTE","LAVENDAR, COCOA BUTTER, NUTS ALMOND, PEACH, CHOCOALTE, VANILLA","BRIGHT, ORANGE, REFRESHING, MELON",,Maracaturra,15 ha,20 ha,Nicaragua
43,19,85.93,Santa María de Lourdes,,$8.10/lb,"$10,764.90",NAGAHAMA COFFEE Inc.,Octavio José Peralta Paguaga,1450 masl,Nicaragua,2014,Nueva Segovia,"Bayancun, San Fernando, Nueva Segovia","lingering aftertaste, long sweet finish, creamy mouth- feel, dense, sweet","vanilla, dark chocolate mandarin spice, choc/banana, grape candy, blackberry","crisp, clean, malic, tartaric apple, grape",,Caturra,45 ha,107 ha,Nicaragua
44,20,85.83,Las Carmelitas,,$8.00/lb,"$32,032.00","Nippon Coffee Trading Co.,Ltd",Vilma del Socorro Tellez Ballasteros,1250 masl,Nicaragua,2014,Jinotega,Jinotega,"syrupy, creamy","caramel, honey, sweet spice, nutty raspberry chocolate, hibiscus, floral, sandalwood cinnamon, peach","malic, apple, pear, crisp, sweet lemon, grapefruit",,Java,48 ha,110 ha,Nicaragua
45,21,85.53,La Cascada,,$10.20/lb,"$14,932.80","Caravela Coffee for Krankies Coffee, Metropolis Coffee, Roast, Inc. (USA), Marvell Street (AUS), Holly Brown (Hong Kong)",Genaro Herrera,1300 masl,Nicaragua,2014,San Fernando,Nueva Segovia,"creamy, thick, mouthfeel, spicy, chai, caramel lemongrass","chocolate cherries, strawberry, orange, cassis, milk chocolate panela, balsawood, molasses","structured, lemon tea",,Maracaturra,20 ha,20 ha,Nicaragua
46,22,85.47,Las Golondrinas,,$8.10/lb,"$12,984.30","Wataru & Co., Ltd.",Rodrigo Peralta Paguaga,1600 masl,Nicaragua,2014,Mozonte,Nueva Segovia,"cooled very well round mouthfeel, transparent refreshing","lime, orange, jasmine, chocolate malt, cherry-vanilla, toffee","juicy, lemon, crisp",,Caturra,38 ha,167 ha,Nicaragua
47,23,85.43,Santa Adelaida,,$7.70/lb,"$14,137.20",Campos Coffee,Marco Tulio Bendaña Espinoza,1200 masl,Nicaragua,2014,Dipilto,Neuva Segovia,"SYRUPY CREAMY, EFFERVESCENT, SWEET FINISH, PEACH","BLACKBERRY, PASSION FRUIT CHERRY, ORANGE, MILK CHCOCOLATE, JASMINE, BLACK CURRENT HONEY, PLUM","STRAWBERRY, MYER LEMON",,Hybrid,240 ha,250 ha,Nicaragua
48,24,85.17,La Argentina,,$8.10/lb,"$17,074.80",Lofbergs Lila AB,Roger Peralta Mantilla,1200 masl,Nicaragua,2014,Dipilto,Nueva Segovia,"chewy, long finish, well structured","raspberry truffle, ginger, allspice nuts, panela","tangerine, citrus, blood orange, lime, grapefruit",,Catuai,105 ha,105 ha,Nicaragua
49,25,85.13,La Esperanza,,$7.60/lb,"$16,887.20",honuKATOCOFFEE Inc.,Salatiel De Jeús Zavala Ferrufino,1300 masl,Nicaragua,2014,Dipilto-Las Manos,Nueva Segovia,"green clean bright, cocoa aftertaste sweet citrus after","vanilla, honey, caramel, chocolate, candied fruit, dried plums, passion fruit, almonds, cinnamon allspice, earl gray tea","orange, floral honey spice, well balanced",,Caturra,15 ha,15 ha,Nicaragua
50,1,89.69,Buenos Aires (2015),,$21.60/lb,"$32,680.80","Time’s Club, Kyokuto Fadie, Tashiro Coffee, TOA coffee, HoneyCoffee (JAPAN) // Coffee Libre (KOREA)",Luis Emilio Valladarez,,Nicaragua,2015,Dipilto,Nueva Segovia,"very transparent, bright, well balanced, intense","Tangerine, sugar cane, brown sugar, green grapes, red apple, black currant, coffee blossom,",Malic and citric and tartaric acidity,,,,-,Nicaragua
51,2,89.35,La Picona 2015,,$11.00/lb,"$14,553.00","Maruyama Coffee, Yokoi Coffee, Adachi Coffee, Yamada Coffee",Olga Marina Gonzalez Cuadra,,Nicaragua,2015,Dipilto,Nueva Segovia,"Juicy, silky body","Lemonade with mint, tangerine, cherry juice, lime, red currant, candied apple, fudge, red fruit","Citric acidity, crisp, tangy",,,,-,Nicaragua
52,3,89.27,Los Altos,,$10.00/lb,"$15,670.00",Campos Coffee,"Palta, S.A (Fincas Mierisch)",,Nicaragua,2015,Matagalpa,Matagalpa,"Very sweet, very balanced, complex sugars","Strawberry, black cherry cranberry, melon, toffee, molasses, gum drops","Lemon peel, raspberry, clear acidity, orange, vibrant, brilliant",,,,-,Nicaragua
53,4,88.96,La Esperanza,,$6.20/lb,"$7,173.40",Bewleys Coffee,Carlos Alexander Lopez Pastrana,,Nicaragua,2015,Mozonte,Nueva Segovia,"Creamy body, butter cream, buttery body, silky mouthfeel, very clean","Lime, mandarin orange, plum , peach, black currant, toffee, candy like sweetness","Citric, malic,",,,,-,Nicaragua
54,5,88.85,Fila Alta (2015),,$5.60/lb,"$9,391.20",Campos Coffee,Henry Alexander Marin,,Nicaragua,2015,Mozonte,Nueva Segovia,"very well balanced, creamy body, Transparent","Cherry, peach, floral, lime, grapefruit, dried fruit, hibiscus, rose hips, toffee, floral, jasmine, raspberry jam","Complex acidity, vibrant, bright, structured acidity",,,,-,Nicaragua
55,6,88.73,San Alberto,,$4.70/lb,"$8,680.90","GSC International Co., Ltd. (KOREA) // Shanghai Borong International Trading Co., Ltd (CHINA)",Martha Delfina Ash,,Nicaragua,2015,Jinotega,Jinotega,"Clean and sweet, honey sweetness","Lemon peel, lime, caramel, brown sugar, blackberry, sugar cane","bright, citric acidity, crisp",,,,-,Nicaragua
56,7,88.54,La Ventaja,,$6.00/lb,"$7,740.00","UCC Ueshima Coffee Co., Ltd.",Sergio Jose Paguaga Gonzalez,,Nicaragua,2015,Dipilto,Nueva Segovia,"complex structure, lush body, intense","Green apple, grape, apricot jam, rose, tropical fruit, chocolate, melon","Malic, green apple, citric",,,,-,Nicaragua
57,8,88.19,Las Nubes (2015),,$7.70/lb,"$18,264.40",UCC Ueshima Coffee Co. UK,Carlos Alberto Bendaña Albir,,Nicaragua,2015,Dipilto,Nueva Segovia,"Juicy, long fruity aftertaste, soft","Jasmine, tangerine, caramel, prune, pineapple, black tea","Malic, citric, Refined acidity",,,,-,Nicaragua
58,9,88.08,Agropecuaria Santa Maura,,$4.40/lb,"$7,972.80","GSC International Co., Ltd. (KOREA) // Shanghai Borong International Trading Co., Ltd (CHINA)","Agropecuaria Santa Maura, S.A.",,Nicaragua,2015,Jinotega,Jinotega,"creamy body, well balanced","Blueberry, molasses, toasted almond, cherry, apricot, honey, mango, peach","Bright, sparkling, complex acidity",,,,-,Nicaragua
59,10,87.96,La Carolina (2015),,$4.20/lb,"$5,972.40",WATARU for OGAWA COFFEE,Andres Figueroa Lopez,,Nicaragua,2015,Dipilto,Nueva Segovia,"creamy body, juicy, lingering aftertaste","Mandarin orange, lychee, hibiscus, geranium, melon, green grapes, dried apricots, berries","Orange, citrus",,,,-,Nicaragua
60,11a,87.31,Linda Vista (2015),,$4.30/lb,"$6,389.80",UCC Ueshima Coffee Co. UK,Antonio Galo Sanchez,,Nicaragua,2015,Dipilto,Nueva Segovia,"smooth mouthfeel, structured, well balanced, long sweet finish.","Peach, melon, orange peel, lemon, molasses, black cherry, milk chocolate, hard candy","Citric acidity, Malic acidity, bright",,,,-,Nicaragua
61,11b,87.31,La Estacion (2015),,$7.00/lb,"$5,096.00",Mercanta the Coffeehunters (UK) // Den Gyldne Bonne (NORWAY),Universidad CentroAmericana (UCA),,Nicaragua,2015,Jinotega,Jinotega,"Bright, shimmering acidity, clean","Floral, lemon peel, black tea, lemon blossom, grapefruit, green grapes, green apple, toffee","Citric, apple, tartaric",,,,-,Nicaragua
62,13,87.08,San Jose (2015),,$6.00/lb,"$8,928.00",Kyokuto Fadie Corporation,Eudoro Jose Guillen Jarquin,,Nicaragua,2015,Dipilto,Nueva Segovia,"Complex, very pleasant mouthfeel, buttery body, balanced, biscuit finish","Lemonade, sweet lemon, vanilla, rose hip, green apple, peach, nectarine, nectar","stone fruit, citric, complex",,,,-,Nicaragua
63,14,87.0,El Roble (2015),,$4.00/lb,"$4,232.00","Wataru & Co., Ltd.",Yojana Azucena Figueroa Gonzalez,,Nicaragua,2015,Dipilto,Nueva Segovia,"Complex, rounded, butter almond finish","Nectarine, apricot, peach, juicy, grapefruit, caramel, floral, spices","Stone fruit, tangerine",,,,-,Nicaragua
