,Rank,Country,Year,COE_score,Farm,High_bid,Total_value,Company,Farmer/Rep.,Altitude,City,Region,Process,Clean_and_clear,Balance_cup,Transparent_cup,Creamy_body,Big_body,Long_aftertaste,Roasted_flavor,Spices_flavor,NuttyCocoa_flavor,Sweet_flavor,Floral_flavor,Fruity_flavor,GreenVegetative_flavor,Winey_flavor,Malic_acidity,Citric_acidity,Tartaric_acidity,Lactic_acidity,Complex_acidity,geisha,pacamara,catuai,caturra,bourbon,typica,sl-28,sl-34,colombia,74112,74110,74158,mixed_variety
49,23,Burundi,2015,85.51,Butihinda (Kalico),5.2,8322.86,"Wataru & Co., Ltd.",Evariste Nsabimana,,Butihinda,Kirundo,others_process,0,0,0,1,0,0,0,1,1,2,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,24,Burundi,2015,85.49,Kavugangoma (Aproco),4.2,3888.95,EL CAFE coffee roasters,Richard Kaderi,,Mwakiro,Muyinga,others_process,0,0,0,0,0,0,0,0,2,3,0,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,24,Burundi,2015,85.49,Gakenke (Greenco Burundi),4.82,12836.48,InterAmerican Coffee GmbH,Ezéchiel Miburo,,Kayanza,Kayanza,others_process,0,0,0,1,1,0,0,0,1,1,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,26,Burundi,2015,85.18,Butegana (Greenco Burundi),4.5,13760.06,Kaffebrenneriet as,Déo Bacamurwanko,1612.0,Kayanza,Kayanza,others_process,0,0,0,0,0,1,1,0,3,1,1,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,27,Burundi,2015,85.12,Muramba (Kalico),4.1,8505.61,"RYANS COFFEE ROASTERS, DILIKAPO COFFEE, Cafe Nara, Coffee Montage, ABYSSINIA COFFEE, Cafe DOME",Sebigo,,Butihinda,Kirundo,others_process,0,0,0,0,0,0,0,0,1,1,2,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
54,1,Burundi,2017,90.45,KIBINGO 2017,52.3,23867.63,"Maruyama Coffee, Sarutahiko Coffee, Difference Coffee(UK), and Good Boy Bob Coffee (US)",Nshimirimana Pascasie - GREENCO,,KAYANZA,Burundi,others_process,0,0,1,0,0,0,0,0,0,4,4,9,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
55,1,Burundi,2017,90.45,KIBINGO 2017,52.2,24167.03,"Nippon Coffee Trading Co., Ltd.",Nshimirimana Pascasie - GREENCO,,KAYANZA,Burundi,others_process,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
56,2,Burundi,2017,90.4,NZOVE 2017,11.4,5680.05,"GAMSUNG INTERNATIONAL CO.,LTD.",Niyikiza Marceline - GREENCO,,NGOZI,Burundi,others_process,1,1,1,1,0,1,0,0,0,1,0,6,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
57,2,Burundi,2017,90.4,NZOVE 2017,11.4,5277.86,"32cup NV, Dutch Barista Coffee Company",Niyikiza Marceline - GREENCO,,NGOZI,Burundi,others_process,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
58,3,Burundi,2017,89.9,GAKENKE 2017,8.7,8189.92,Mare Terra Green Coffee,Karikumutima Cyprien - GREENCO,,KAYANZA,Burundi,others_process,0,1,0,1,0,1,0,3,0,1,3,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
