,Rank,Country,Year,COE_score,Farm,High_bid,Total_value,Company,Farmer/Rep.,Altitude,City,Region,Process,Clean_and_clear,Balance_cup,Transparent_cup,Creamy_body,Big_body,Long_aftertaste,Roasted_flavor,Spices_flavor,NuttyCocoa_flavor,Sweet_flavor,Floral_flavor,Fruity_flavor,GreenVegetative_flavor,Winey_flavor,Malic_acidity,Citric_acidity,Tartaric_acidity,Lactic_acidity,Complex_acidity,geisha,pacamara,catuai,caturra,bourbon,typica,sl-28,sl-34,colombia,74112,74110,74158,mixed_variety
27,3,El Salvador,2021,90.54,Santa Elena,55.9,14070.59,BIGFACE,"Zapotal, Sociedad Anonima De Capital Variable.",,,,washed,0,0,0,0,0,0,0,1,0,4,3,15,4,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
28,3,El Salvador,2021,90.54,Santa Elena,52.2,13809.51,BIGFACE,"Zapotal, Sociedad Anonima De Capital Variable.",,,,washed,0,0,0,0,0,0,0,1,0,4,3,15,4,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
29,4,El Salvador,2021,89.68,Las Ventanas,25.1,27163.47,"

Terarosa (Haksan Co. Ltd)

",Elisa Beatriz Aguilar Landaverde,,,,natural,0,0,0,0,0,0,1,3,6,9,0,14,0,0,2,4,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
30,5,El Salvador,2021,89.46,Benasque,24.1,8739.87,Bluekoff / Factory Coffee,"Exportadora Agricola Comercial, S.A. De C.V.",,,,natural,0,0,0,0,0,0,2,1,9,5,3,14,0,0,0,3,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
31,6,El Salvador,2021,89.32,La Pacaya,41.0,11982.25,"

Arriyadh Roaster

","Mav, S.A. De C.V.",,,,natural,0,0,0,0,0,0,1,1,6,6,4,11,2,0,2,4,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
32,7,El Salvador,2021,89.25,Tres Pozos,14.5,12354.87,"

DABOV Specialty Coffee, Mókuska Caffè, Erste Tegernseer Kaffeerösterei

",Dolores Amando Guardado Quintanilla,,,,natural,0,0,0,0,0,0,1,1,7,6,1,17,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33,8,El Salvador,2021,89.11,La Bendicion 2,30.7,17383.57,"

Sulalat Coffee Trading

",Roberto Samuel Ulloa Rusconi,,,,anaerobic,0,0,0,0,0,0,0,2,5,5,1,15,0,4,2,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
34,9,El Salvador,2021,89.04,La Libertad,30.0,10735.8,"

CK Corporations for Lusso Coffee

",Petronilo Antonio Caceres Salguero,,,,natural,0,0,0,0,0,0,1,0,2,3,4,14,0,1,2,1,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
35,10,El Salvador,2021,88.64,La Esperanza,38.85,18543.88,Latorre & Dutch Coffee (China) for 剁手咖啡群（Cut Hand Group）/ 啟程拓殖 / M2M COFFEE / MANNER COFFEE（China）/ Small Arms Big Heart 有容乃大,"Inversiones Santonano, S.A. De C.V.",,,,honey,0,0,0,0,0,0,1,0,7,8,5,11,2,0,2,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
36,11,El Salvador,2021,88.5,La Bonita,17.3,17655.86,"

Sarutahiko Coffee Inc.

",Norelvia Angelica Elias De Diaz,,,,others_process,0,0,0,0,0,0,0,0,2,5,2,21,1,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
37,12,El Salvador,2021,88.5,Santa Rosa,22.55,6455.84,"Boqueron Coffee 火萨
百啡待兴100FFEE CAFE
KOMENCU Coffee（启程）","J.Raul Rivera, S.A. De C.V.",,,,honey,0,0,0,0,0,0,0,2,4,4,0,8,0,2,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
38,13,El Salvador,2021,88.4,Santa Juana,38.85,19923.06,Latorre & Dutch Coffee (China) for FISHER COFFEE 啡舍 / 啟程拓殖 / MANNER COFFEE (China）/ 领地 La Finca,Pacvil S. A. De C.V.,,,,natural,0,0,0,0,0,0,0,0,0,2,4,12,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,14,El Salvador,2021,88.23,Don Octavio,14.2,7079.98,Wataru for Voila Coffee,Jose Octavio Umaña Valdivieso,,,,honey,0,0,0,0,0,0,1,0,3,3,1,21,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
