,Rank,Country,Year,COE_score,Farm,High_bid,Total_value,Company,Farmer/Rep.,Altitude,City,Region,Process,Clean_and_clear,Balance_cup,Transparent_cup,Creamy_body,Big_body,Long_aftertaste,Roasted_flavor,Spices_flavor,NuttyCocoa_flavor,Sweet_flavor,Floral_flavor,Fruity_flavor,GreenVegetative_flavor,Winey_flavor,Malic_acidity,Citric_acidity,Tartaric_acidity,Lactic_acidity,Complex_acidity,geisha,pacamara,catuai,caturra,bourbon,typica,sl-28,sl-34,colombia,74112,74110,74158,mixed_variety
65,4,México,2014,89.76,Finca La Sirena,11.3,10463.8,"TOA COFFEE Co.,Ltd",Roberto Cruz Ramos,1600.0,Pluma Hidalgo Pochutla,Oaxaca,washed,1,0,1,0,0,0,0,0,2,3,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,5,México,2014,88.91,La Magdalena,9.65,10846.6,Kaffebrenneriet as,Pablo Enrique Martinez Gama,1250.0,"La Orduña, Coatepec",Veracruz,washed,0,0,1,0,0,1,0,0,3,1,1,6,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
67,6,México,2014,88.91,Pescadillo / Tienaa – {O},8.1,21967.2,"Wataru & Co., Ltd",Antonia Valeria Ortiz / Mario Ponciano Velazco,,Oaxaca,Oaxaca,washed,0,0,1,1,0,1,0,0,0,1,1,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
68,7,México,2014,88.82,Teocelo,10.2,10118.4,Campos Coffee,Ernesto Rodriguez Luna,1300.0,Teocelo,Veracruz,washed,0,0,0,1,0,1,0,0,2,6,0,5,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
69,8,México,2014,88.44,El Suspiro,8.1,12320.1,"Nagahama Coffee Inc, Coffee Factory, St. Berry Coffee, Ishii Corporation, Voila Coffee, Kasai Coffee, Magnolia Coffee",Isabel Ronzon Sanchez,1200.0,"Pacho Viejo, Coatepec",Veracruz,washed,0,0,0,0,0,1,0,0,0,1,2,4,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
70,9,México,2014,88.24,Loma Guayabal & Los Encinos /…,10.1,22048.3,Campos Coffee,Zeferino Leonidez Vazquez Ortiz / Jesus Modesto Vazquez,1740.0,"Guadalupe Miramar, Santa Maria Yucuhiti",Oaxaca,washed,0,1,0,0,0,1,0,0,3,3,1,6,0,0,1,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
71,10,México,2014,88.09,El Aserradero,8.0,20104.0,CHOI Coffee Roasters Company,Marcelo Garcia Hernandez,1604.0,Atoyac de Alvarez,Guerrero,washed,0,1,0,0,0,1,0,0,3,5,1,3,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
72,11,México,2014,87.03,VARIAS FINCAS,9.1,15652.0,Kaffebrenneriet as,Raymundo Flores Alfaro / Merced Llave Carrera / Nicanor Rios Falcon,,Eloxochitlan de Flores Magon,Oaxaca,washed,0,0,0,0,0,0,0,0,0,1,2,4,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,12,México,2014,86.94,Finca Sinai – {O},8.2,20065.4,Monmouth Coffee Company,Alfredo Fernando Woolrich Ramirez,1200.0,Oaxaca,Oaxaca,washed,1,1,0,0,0,0,0,0,0,2,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,13,México,2014,86.91,El Equimite,7.05,10257.75,MC FOODS LIMITED,Gibran Leonardo Cervantes Covarrubias,1250.0,Coatepec,Veracruz,washed,0,1,0,0,0,1,0,1,0,2,1,9,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
75,14,México,2014,86.71,Cañada Fria – 14,7.4,16642.6,Kyokuto Fadie Corporation,Jose Daniel Cobilt Castro,1450.0,Huatusco,Veracruz,washed,0,0,0,0,0,0,0,0,2,3,2,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,15,México,2014,86.32,Finca Las Nieves – {O},7.9,11494.5,"Caravela Coffee for Counter Culture Coffee (USA), Holly Brown (Hong Kong) and Reuben Hills (AUS)",Robin Cleaver,1428.0,"Puerto Escondido, San Pedro, Mixtepec",Oaxaca,washed,0,0,0,0,0,1,0,0,2,3,0,4,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
